person,Cantidad_De_Campaña
bef9ee59,3
befb1a5c,3
befb8397,7
befd38f5,8
beffb6e1,27
bf040ce3,2
bf0521e7,11
bf06445b,5
bf07705a,3
bf0fa7d4,1
bf120159,1
bf12e634,2
bf150b8e,6
bf15584a,5
bf15da4b,2
bf183490,1
bf18797e,1
bf1916a6,1
bf19dad2,7
bf1ad04c,6
bf1b88b7,3
bf1dcabe,4
bf1ec5cb,13
bf247bb8,3
bf25083e,2
bf282b8d,8
bf2875d5,1
bf28cba2,1
bf2d86bb,10
bf2ecd1d,2
bf311da0,1
bf37c759,2
bf37dc2f,10
bf3d9136,1
bf405a6b,4
bf440e99,1
bf46c410,14
bf477f9b,4
bf4bdecb,2
bf4f68c5,2
bf50dedb,2
bf592d3c,3
bf5c842e,2
bf5d5c7e,1
bf5ee9a3,1
bf613822,11
bf6338c4,4
bf66b0de,2
bf6d13b9,25
bf6f1c2f,1
bf703588,10
bf703f51,16
bf70690f,1
bf70a662,8
bf713bac,3
bf74952e,3
bf75b723,6
bf77b37c,1
bf77def4,2
bf781f18,4
bf79086c,2
bf7a0428,1
bf7baac6,20
bf7f8e0c,5
bf7fb6d5,1
bf7fcbfa,1
bf85fe9e,19
bf88c76e,34
bf9557ea,12
bf958492,10
bf9667e0,2
bf967b74,51
bf96ded5,4
bf99594f,1
bf9a77a8,31
bf9b1017,3
bfa54157,1
bfaae11f,1
bfabd778,4
bfaf3bcd,3
bfb05b31,31
bfb21940,2
bfb28c2c,1
bfb74b38,32
bfb797ca,3
bfb9191f,2
bfb92da2,1
bfbb4efc,2
bfc0960f,1
bfc3e505,8
bfc539e0,5
bfc5d5d6,1
bfc5de27,1
bfc60393,6
bfc6494e,8
bfc84c4f,2
bfca5913,3
bfd13588,3
bfd1e5fa,64
bfd27a39,1
bfd2e65e,7
bfd516a1,2
bfd69c88,1
bfd87942,4
bfde32bc,2
bfe0c607,6
bfe3f42e,1
bfe7d845,6
bfe85a27,1
bfe85e5b,18
bfee020e,8
bff0186c,1
bff05c9a,2
bff274cd,3
bff3ba8e,1
bff83fe5,20
bff8c5d9,7
bff9eaf3,3
bffac138,22
bffc2535,20
bffcec12,8
c0007d6c,4
c000a5e5,1
c001bb40,3
c001fadc,36
c0031596,1
c0061a04,10
c00866c3,4
c009c8ae,8
c009fedf,1
c00c361f,1
c00caec9,8
c00ef98c,9
c01131ff,1
c01386bc,3
c0141d8b,23
c01508f1,39
c01b8880,31
c01ba236,2
c01c9441,2
c01dcd4f,1
c01e644a,4
c0203a1e,12
c02708e1,3
c02c5e56,3
c02c70e0,14
c0320243,1
c033b249,2
c03636c8,1
c0393bd3,2
c039403f,1
c03b989d,1
c04088aa,3
c041a598,1
c04229e6,1
c04421c1,1
c0451ac3,1
c04879fa,1
c04c9e32,1
c04d4a65,1
c04d8bce,2
c0508995,6
c051121e,1
c0511e31,9
c053da03,5
c0570170,3
c0579c08,40
c057c2de,3
c057f905,1
c05b2982,2
c05df604,9
c05e08b8,7
c0600bf5,1
c061bc22,25
c065014b,2
c06b26a5,1
c06beb5f,1
c0700b6f,7
c07189c6,2
c071a38e,2
c0722ca7,2
c07339e1,7
c0747f1f,23
c0747f68,2
c076f6ad,1
c0773975,4
c077f888,3
c07a5cdd,5
c07ad04a,1
c07c7a0f,15
c07d05f9,2
c07d5330,8
c080e6b4,30
c0816734,4
c08762c3,1
c088d098,3
c08ccce7,1
c08f141d,3
c090277b,1
c090f869,1
c091da94,9
c095563f,4
c09562a1,1
c09954f5,9
c09e2b10,8
c0a34e20,2
c0a3fde9,41
c0a5519c,1
c0a66964,1
c0a6b74e,3
c0a73025,2
c0ac5517,1
c0ae31b7,2
c0b11fe7,2
c0b22d5b,1
c0b3e453,7
c0b5efb0,1
c0b5fa94,1
c0b97cb5,3
c0b9e3cb,1
c0bab10c,6
c0c10649,17
c0c339d5,4
c0c68241,3
c0c7079f,9
c0c9f075,1
c0cfb872,1
c0d00edf,1
c0d047d7,3
c0d1ca42,7
c0d2c86c,11
c0d6bcf8,4
c0d6e9c3,9
c0d6fbde,1
c0d7ffd9,7
c0d80a6e,7
c0d9de60,10
c0df3abc,1
c0df5dd7,6
c0df9e08,5
c0dfa532,5
c0e2c53f,3
c0e38d0b,3
c0e44bb0,12
c0e59da0,1
c0e715b8,7
c0e9e3ba,11
c0ea2a4c,1
c0eaa6ed,1
c0ebc92b,6
c0ed7032,10
c0ee3ad8,3
c0f19fc4,8
c0f62b26,2
c0f66132,1
c0f85be4,13
c0fe676e,2
c0ff7679,5
c1010c6d,11
c1017d65,9
c101825a,6
c1031e45,1
c1045dbf,1
c104bc78,38
c10671ba,15
c10682c0,1
c1091dbe,2
c1093189,2
c10a2db1,5
c10efdb1,4
c10f7d8c,13
c1105568,3
c11b631b,1
c11d3134,10
c12009e0,1
c121723e,4
c1235e67,2
c12446ed,7
c127eb65,4
c12a5e9f,28
c12d2a0b,5
c12d9388,27
c1302c58,3
c1326d64,1
c133d192,4
c134e3be,1
c1359ca3,5
c135a558,10
c137d7e1,9
c1382137,1
c13c29a9,7
c13c6046,2
c13dcf49,10
c1423da1,83
c143a39e,12
c148d0fc,19
c1494f44,3
c14bd134,1
c14e0acc,2
c14fd57d,3
c1505773,11
c151fab9,5
c152674e,2
c1568c39,2
c158279c,1
c1589c15,1
c1598c99,3
c1599a1a,1
c159c763,3
c15a2bfd,1
c15ec1b7,2
c16168fa,1
c1622349,9
c16c84bd,2
c16f3255,8
c17059ec,2
c170b1ce,3
c179c369,1
c1810c2d,3
c18f7245,3
c190fbdf,4
c1922aab,19
c1924a0e,15
c1933643,4
c196135d,1
c19671ea,3
c197b684,1
c1a1d786,2
c1a4272b,1
c1a581ee,1
c1a5d12f,1
c1a63398,8
c1a949c7,1
c1aa51d5,2
c1aea85e,14
c1b26057,1
c1b502a4,2
c1b7f0d1,5
c1b84f8d,1
c1baa617,2
c1befeef,1
c1bfde7a,6
c1c04855,8
c1c057ee,2
c1c4825c,1
c1c54fc8,18
c1c744ba,1
c1ca58f1,2
c1cbbc11,9
c1ccaee4,5
c1ce8fe8,1
c1d4c307,1
c1d58a83,2
c1d5e912,1
c1d6991e,1
c1d911ed,10
c1d99fe2,12
c1da9089,2
c1dc5569,2
c1dfe2a1,1
c1e282be,41
c1e4f699,1
c1e54f15,3
c1e76d37,2
c1e8829b,1
c1e92928,9
c1ea218d,3
c1eb47ef,2
c1ee649f,1
c1f05daf,10
c1f0b9a1,2
c1f15689,5
c1f16ff2,5
c1f20185,3
c1f25866,1
c1f513fb,1
c1f98d20,3
c1fde52c,7
c203f136,3
c204a9f5,5
c2072f3b,1
c2086083,4
c2093130,1
c20c43e6,1
c213125f,1
c213b17c,5
c214deb0,3
c214ffd4,3
c2158104,11
c2159c8f,1
c21960cb,1
c21fe110,15
c2213021,1
c22850b2,10
c22a5f52,2
c22ce98a,1
c22d980d,1
c22f2174,1
c2312c9f,1
c2340e2f,3
c238ff26,5
c23a6095,1
c241b1ba,2
c242e14e,13
c2473a93,2
c24b27b6,5
c24ececa,1
c251ec0a,1
c25938a5,5
c2596def,14
c25a8b44,8
c25b43ed,5
c25c5660,2
c25f7b75,2
c25f82e7,2
c25fb0ad,1
c260fe0f,2
c2641b41,3
c26498b6,14
c264a60d,6
c2667901,1
c266d343,5
c2686cf1,1
c26cc685,1
c26ead3a,1
c2712618,3
c2720c31,1
c2757d5a,4
c2769a5c,9
c2771647,8
c277cafb,1
c27912c2,3
c27bb569,3
c27c1ef6,11
c27f525a,1
c2832cfb,4
c288a0dc,28
c288cd85,4
c2892281,1
c28ab70f,7
c28b49d1,2
c28dee9f,3
c28f7f15,1
c292c287,1
c293099c,1
c293d66e,1
c29576f8,4
c2992334,3
c2993197,2
c299808f,4
c29f58e0,2
c29f7aab,1
c2a464e5,2
c2a4c7a2,1
c2aa3805,5
c2ac79b9,8
c2ac8e80,6
c2acc1c5,2
c2b0b7cc,25
c2b1da49,1
c2b2bcee,1
c2b518bb,4
c2b82d24,1
c2bbc837,1
c2bdf6ec,17
c2be66b5,1
c2c4901a,19
c2c6c485,1
c2c84a64,1
c2c89b09,2
c2cb64ae,1
c2cc4102,2
c2ce81ed,1
c2d0f90f,1
c2d143d6,6
c2d644e9,2
c2d6ce95,39
c2d790ab,7
c2dbb5aa,3
c2de2856,1
c2e5c761,2
c2e71bbc,1
c2e84c26,1
c2ea963a,1
c2eae7e1,6
c2ec3449,2
c2ef2f2c,2
c2f0aaa2,9
c2f4deea,11
c2f65a3e,14
c2f73520,1
c2f93045,1
c2f97719,13
c3014cb7,3
c3058a76,5
c306a140,3
c3079507,4
c308fb00,4
c309a8ba,6
c30a6985,1
c30c6b81,1
c30d9398,4
c311d55a,2
c3126a3d,4
c314a0bd,2
c317c4d7,5
c318dde3,2
c31bc2af,7
c31c13ff,32
c31cb2b5,12
c31cc2ff,3
c31d0174,30
c31ddf1b,1
c31edf16,4
c31eed68,1
c323e9f2,2
c325edce,1
c3271ea0,10
c32be476,1
c32f8f81,20
c32fec50,3
c3307228,6
c331210d,15
c33186f3,2
c3324a78,9
c3334e70,1
c333c1a6,1
c333efdf,3
c33de772,1
c33e78bc,3
c33ea9dc,1
c33eb8b4,1
c341ebbd,1
c343be81,1
c344751c,6
c34af9f5,1
c34db583,1
c34ef055,9
c34f4924,8
c350e842,7
c35314b0,12
c35326ee,6
c3536a91,2
c356b95a,22
c356ef03,1
c357b66c,3
c3580c98,2
c3595481,4
c35b0f2a,32
c35b821c,1
c35bf408,3
c35d19f4,1
c35e0070,1
c36119df,2
c361bc56,1
c3623f41,8
c36725b9,2
c3681b4c,8
c368e1a8,3
c36966c4,1
c369c2f2,1
c36bf9e5,11
c36bfc30,1
c36c319d,16
c36e33d4,4
c36f419c,22
c37207c1,3
c373332d,6
c374282b,1
c37455fb,1
c374b301,5
c3770b88,1
c3785afc,1
c379b5fd,3
c379df6c,1
c37a4d75,2
c37ad314,2
c37b4f7d,10
c37cf2be,3
c380ceab,78
c384a19e,2
c38c99b5,6
c38e5420,14
c38fb8cc,60
c3939c6c,3
c393e046,13
c393f05d,3
c394083e,1
c39b57d1,6
c39b710c,2
c39dd223,9
c39e9814,2
c39edd33,6
c3a004db,1
c3a031d1,7
c3a2e389,3
c3a2f612,4
c3a674e2,1
c3a6e403,5
c3a959bb,2
c3ab4a78,23
c3abf32f,4
c3aed18d,5
c3af8ec6,7
c3b385d7,4
c3b5fcf6,15
c3bba00e,2
c3bc44c4,29
c3bd21a6,10
c3bdd4b1,13
c3bef7b6,1
c3c5a53e,3
c3c6ed89,3
c3c71847,5
c3c842d7,1
c3cf2b6c,2
c3d16880,2
c3d614e2,1
c3d7917e,16
c3d8e6b7,15
c3da949f,1
c3dbb913,1
c3df54ed,13
c3df5f4e,4
c3e09b21,4
c3e0ca80,2
c3e46ad4,1
c3e5ad72,1
c3ed34e6,12
c3ee2297,1
c3ee3409,10
c3f20780,6
c3f2265b,2
c3f43061,4
c3f761ad,7
c3f8e1c2,3
c3fa3006,1
c3fb2b5b,1
c3ff0eb5,2
c3ffbca0,3
c400d854,7
c4012f15,5
c402f45c,1
c4068407,9
c4072ce8,138
c4074fc8,10
c40b73e8,4
c40df2d1,10
c40e2f16,4
c40f9b56,8
c4133ee9,2
c413bf60,6
c4159f36,8
c417f08e,1
c418f4b2,1
c41c0142,2
c41c1838,2
c41e2d93,1
c41e9e1b,5
c41ed8b4,2
c41fd6c0,1
c4238d30,1
c4247ddb,5
c425ed02,6
c427e76e,2
c428423f,1
c4286094,2
c42ab723,1
c42da578,7
c42e02c8,5
c42eeacd,1
c436656f,15
c436b34d,2
c437f5fd,2
c438da81,1
c4390b98,1
c4405213,1
c444842e,10
c449fd13,2
c44aa7af,1
c44b2c02,6
c44bce18,5
c44e1a28,1
c44e8ca8,3
c450a0c7,2
c450c9ce,3
c451df04,5
c45274db,1
c453ca41,4
c454d44d,2
c45b74b4,2
c45cfcbf,11
c45d5d2c,7
c45f18da,13
c460de20,1
c463f8fa,1
c4642d66,4
c4659a59,4
c466061d,2
c4670f99,3
c46b1118,21
c46b1847,1
c46c2a89,2
c46e5666,13
c46ebcdf,1
c46efdcf,2
c46fda92,2
c47136a5,20
c472bcb8,36
c47acf6a,3
c47c1edd,3
c47dab49,1
c482040d,1
c4848a19,1
c4855804,1
c489e2c2,3
c48a43e8,1
c48b93c9,1
c48bd5ec,5
c48c422e,14
c48d3e56,6
c48d420c,13
c48d7055,1
c49247ac,3
c493063b,2
c494e2f3,39
c4986b76,5
c49a64b7,31
c49a6507,1
c49f832f,12
c49fb8ea,4
c4a01123,1
c4a2cca1,6
c4a3640c,6
c4a5e4b3,3
c4a74b6b,2
c4a7ab7f,2
c4b178f3,7
c4b1f454,4
c4b1fb44,8
c4b4d392,21
c4b813ff,2
c4b891fc,1
c4b9e7c5,3
c4bd0fa0,1
c4bd9de2,2
c4beb667,1
c4bf03b9,17
c4bfa384,7
c4c0ba7a,2
c4c6021b,10
c4c60895,7
c4c87674,1
c4cee420,2
c4d21efd,1
c4d2605f,4
c4d5aa50,7
c4d5cb34,13
c4d5fc28,2
c4d6dcf3,2
c4d6eed9,6
c4d74766,7
c4d7626b,1
c4d8cde3,17
c4de757a,1
c4e28fae,2
c4e2dbc9,2
c4e51e97,3
c4e5f72a,4
c4e81eb3,2
c4ec9da3,9
c4efe914,32
c4f06e2d,7
c4f0ba25,1
c4f11f8e,9
c4f1e27d,7
c4f9f8c7,4
c4fc63a0,1
c4fdfcf9,8
c4fe87a8,1
c4ff58e6,5
c503bcda,1
c505eda7,10
c5062a12,3
c50877de,14
c50ca152,9
c5134315,6
c514673d,1
c514da5b,1
c51a7e46,15
c51a9bd7,2
c5219b2a,10
c5229d41,4
c523a9f3,3
c5272573,1
c529d9cc,14
c52c0f3c,7
c5326b3b,9
c53403ff,6
c53889cc,9
c53ef622,4
c53f30b9,1
c540ffce,3
c54192fe,1
c541c863,7
c543dfdd,1
c543fb08,1
c54548ab,4
c54c6761,2
c54c940d,1
c55bb834,4
c55c1870,5
c55d5970,1
c55f601f,9
c561d4d8,3
c564a3cb,1
c566fb18,4
c56dff49,8
c574aea4,2
c574cf99,6
c57842a5,1
c57a3141,4
c57c3e2e,4
c57c7861,1
c57d4092,1
c57e433d,1
c57e6e2a,1
c58ad370,4
c591df84,20
c592b022,9
c5947e33,1
c59627fe,4
c5969f30,2
c596e203,1
c59f657d,1
c5a0bc36,16
c5a249ff,1
c5a31be0,1
c5a52842,16
c5a57b18,2
c5a73e32,1
c5a8a38b,1
c5ade4c5,4
c5adfae5,1
c5ae7c94,1
c5b3a3ad,7
c5b3f366,1
c5b412fe,1
c5b618ca,1
c5b6a704,1
c5b9baa9,3
c5c4b66a,2
c5c87533,2
c5cbc7bd,2
c5cdad0e,6
c5cdea24,2
c5cfd4b0,4
c5d02819,3
c5d33bbd,4
c5d3a508,31
c5dd3e65,2
c5e41b9d,5
c5e4cd2c,4
c5e57a88,1
c5e6eb10,1
c5ee7a0d,1
c5eef7b5,2
c5f1bc3d,1
c5f75139,7
c5f7c853,3
c5f7e7ea,4
c5fdddf4,34
c600638f,5
c6052580,1
c6077624,5
c6083543,1
c60ac068,1
c60be13c,93
c60eb71f,2
c610df52,1
c6164406,12
c61f14fa,8
c6225978,2
c622d79d,3
c6237cac,1
c6238b62,3
c6246577,1
c625bb36,3
c627af7b,5
c62ad246,3
c62c822c,3
c62d4787,12
c630f37a,3
c6368d90,22
c639e8f4,3
c63a8109,4
c63cf523,3
c63d24c6,1
c6425e37,2
c6439bde,1
c6461254,1
c64719a0,1
c6480554,6
c64cfcca,10
c65252b6,3
c652a7fd,1
c65604fc,1
c65cc832,3
c661b498,1
c662e3b3,16
c66373a9,2
c66501c8,1
c66d006e,8
c66df7eb,8
c6700dac,5
c67729be,13
c679007a,4
c67ac444,1
c67b920e,5
c67c0d03,2
c6816fc2,5
c6862662,1
c6880aee,3
c68c2fe4,1
c68d5e50,1
c690326c,1
c691100d,5
c692bd21,2
c695f78c,1
c697dac3,7
c69c1d4e,1
c69c2013,2
c69dc734,3
c69f07e6,1
c69fc799,3
c69ff815,3
c6a1b2ab,1
c6a20389,2
c6a3eef4,3
c6a6538a,6
c6a6c5db,1
c6ab1bc3,1
c6adf2a2,4
c6ae55db,2
c6afb5ce,2
c6aff7a0,1
c6b04e44,4
c6b1d8a8,2
c6b81fc5,3
c6bcb9ab,1
c6bdfde4,16
c6c154b3,3
c6c31ac3,1
c6c7def7,1
c6cac37f,14
c6cac85e,7
c6cc6746,1
c6db3558,2
c6dc7b7a,1
c6df0c7d,1
c6e09aab,1
c6e46d0b,4
c6e5851c,1
c6eb5be5,21
c6eca7e6,1
c6ede0cb,9
c6eeb0ea,1
c6f24888,2
c6f785c7,7
c6f8d938,3
c6fa716d,172
c6fa903b,3
c7003c3a,5
c7010fac,2
c701a73b,9
c7020929,16
c705a120,3
c705d212,3
c705f6a0,1
c7070f93,10
c70895df,8
c709ba11,2
c70a89fa,2
c70d667e,4
c70ebeb5,2
c70f61be,3
c710c681,2
c711c92f,1
c713a52f,8
c71be0c1,6
c71ce8ab,4
c71ddb22,2
c71e1079,7
c71ffeed,4
c7214a20,2
c721d63b,30
c726c306,1
c7287095,4
c7296f75,4
c729ffc9,8
c72a6cd3,2
c72e28b1,2
c731bd14,5
c731f37b,4
c7358e9d,3
c73b5a5b,3
c73c23d6,1
c746f37c,23
c7470f99,2
c7485ca7,3
c7494aae,30
c749fd44,1
c74b8569,2
c74c9f61,1
c754e874,1
c756630f,1
c7593616,1
c75ae985,1
c75ca12a,5
c762f8a4,21
c7641d93,3
c764300f,4
c76545b1,2
c765a2f4,2
c765c2d6,4
c765e58e,1
c76746fc,1
c767dee4,2
c76b8417,400
c76b953f,13
c76d35da,1
c76d7438,1
c76d8349,2
c76e75f3,5
c7704fd4,1
c773ed20,5
c7741bdd,2
c775d21a,7
c775f78d,1
c779237f,7
c779e559,6
c77cacc8,1
c77db10d,6
c77e1d22,10
c77e1e22,2
c77fa934,1
c78112d9,2
c781a7cf,8
c7837bdb,4
c7846b27,4
c78495ea,3
c784b0bf,10
c7887a6d,3
c7894704,6
c789b1b3,1
c78a36ed,6
c78a6661,2
c78a6722,3
c78ebccf,4
c790b67d,1
c791db0a,1
c792a751,7
c792bb6b,1
c79472e2,7
c79620c7,2
c796ca71,14
c797082e,8
c797e7a0,2
c798f9e4,3
c79a1054,11
c79bdd07,7
c7a15318,2
c7a1c8e5,3
c7a44f62,7
c7a4afb4,13
c7a80a5a,19
c7a8a256,1
c7a9bfae,3
c7ab62f5,1
c7b01e89,37
c7b03715,6
c7b0ef9c,4
c7b148a6,2
c7b50d64,1
c7b90f94,1
c7b93183,28
c7b9444e,1
c7b9e364,3
c7bb241e,12
c7bd1204,7
c7bd20e9,4
c7bd584a,7
c7c09ebe,1
c7c44cc9,5
c7c451c8,4
c7c5dda0,2
c7c649e6,1
c7c91b8c,4
c7cbbc34,2
c7cc261f,4
c7cc2c23,8
c7cdfce8,1
c7d13767,1
c7d574c6,4
c7d88641,1
c7da446d,5
c7dba464,3
c7e30bf2,1
c7e380ac,2
c7e4307a,1
c7e64edd,4
c7e8bef5,18
c7ea9bf7,13
c7eaaf70,1
c7ec00ad,1
c7ec8cf8,2
c7effb08,3
c7f3a594,2
c7fb451d,2
c7fb76e9,4
c7fba740,12
c8017cd2,7
c802e7fc,1
c805b89b,2
c80cd8c7,47
c8101ace,4
c813213c,5
c8147c0f,2
c81549c5,5
c815cab4,6
c8194b82,2
c81fa4ff,4
c82071c1,2
c82372ae,3
c824188c,1
c8246873,1
c826b017,1
c82b9f4e,1
c82dfdbb,11
c82ecb12,1
c832930f,1
c836ba11,3
c83762e7,4
c83c6440,2
c83f06e6,1
c844a662,10
c845a370,1
c8473405,14
c84a39e9,2
c84b1108,17
c84ba5c4,1
c84ef938,1
c84f1dd8,6
c850a0eb,1
c853e8e6,1
c85570bb,11
c85585a5,2
c85602cf,4
c857d06f,1
c8581d3c,2
c8595b3a,10
c85a763e,5
c85bd0cb,1
c85d0969,1
c86148c8,3
c8626e17,4
c8632ef0,1
c86503d8,1
c869cb4b,5
c86d8231,1
c86e207f,2
c86f17ad,3
c8706d34,3
c8707fc0,5
c870d10f,1
c871eca2,3
c872edf7,1
c87666ea,16
c87880a3,4
c8798e1d,1
c879bf57,16
c87a8f97,1
c87b4354,6
c87d1184,1
c87e0f9d,5
c87fd702,4
c885421b,3
c885cc2f,9
c889cf1c,2
c88c5e54,1
c88df09d,2
c88e990f,6
c8945f55,1
c899c1a4,5
c89a60f4,5
c89af76f,1
c89b713e,1
c89beab3,4
c89bf0dc,6
c89c5093,23
c89cd18d,8
c89cf7cc,13
c8a0816f,1
c8a2123e,1
c8a9c1c9,1
c8ab3422,2
c8abbc04,5
c8ac8d7a,2
c8aebe6d,13
c8b0f84a,1
c8b6c7b3,15
c8bb9b7b,4
c8be920e,8
c8bf8ef5,2
c8c06664,4
c8c7bf4b,2
c8c80c3e,54
c8cb4890,3
c8d005f7,1
c8d67793,2
c8dc8c54,3
c8de4882,1
c8e25442,50
c8e50cd2,4
c8e6ae1f,12
c8e7ffb0,4
c8e92f4e,2
c8e97a97,12
c8ebf7f9,8
c8eefb0a,4
c8f07162,1
c8f4b881,2
c8f61bf3,4
c8f7bd39,2
c8f7f265,1
c8f86ff2,3
c8fa9ac1,3
c9067886,4
c907ae1a,15
c90863c1,13
c90a4f3a,1
c90d8a38,2
c90f2e71,2
c911adcb,3
c915142a,1
c9154a44,1
c916244f,3
c917d479,2
c9194c27,17
c919cae6,3
c919e414,2
c91ae64f,7
c91d54c4,1
c91e9d08,4
c922408f,6
c9241755,2
c92417c8,1
c92bee7b,6
c92c3328,7
c92d9b21,3
c92e5bbe,10
c92fe7b1,1
c936773e,6
c93776b2,5
c93789af,7
c938d04a,4
c939f77d,3
c93b5a28,1
c93b8111,6
c93e5806,5
c93e9334,1
c93fa696,1
c943c384,1
c9518dd9,1
c952f8c8,3
c955f175,1
c958623d,5
c95b069c,24
c95d1acc,8
c95dcd28,1
c961d88e,11
c962aeda,1
c962e51a,2
c96b63f0,41
c96faac8,1
c9727e3d,1
c974c674,3
c9755377,2
c9766b29,19
c97752d1,1
c977e774,2
c978fb62,1
c979725d,1
c97c3294,3
c97c6f27,1
c97e055c,9
c97e0ecf,1
c9816be4,2
c98551bc,2
c985acf8,1
c985c43c,1
c9885c47,1
c98a357a,22
c98acfd7,35
c98bb343,1
c98eb274,1
c98edc6c,1
c98f5cf1,31
c993dfde,2
c993f6cb,9
c994a4b1,21
c997d392,7
c9992425,3
c99acf3e,11
c99d7f7d,2
c99dbbe0,8
c99df796,3
c99e92ca,2
c9a0080d,1
c9a25be4,2
c9a33135,2
c9a77fda,3
c9a79073,10
c9a83ddf,3
c9aeaf7f,9
c9aeb358,27
c9b1aaa2,8
c9b45eca,8
c9b56b4a,3
c9b683a0,1
c9b8c0cf,1
c9b986b7,6
c9baca4e,2
c9bb360f,2
c9c2e7ba,1
c9c3348d,3
c9c57456,9
c9c822d0,2
c9c96c81,40
c9cafdc3,5
c9ce087d,2
c9ceb947,7
c9cfc7ee,1
c9cfe093,16
c9d32e72,4
c9d3bde5,3
c9d864f1,5
c9da2d3c,3
c9db1458,3
c9df5bb7,4
c9e1440b,2
c9e19bd2,2
c9e3aa17,13
c9e57202,3
c9e8193e,1
c9e8f74e,1
c9ec2e2b,4
c9ef22ad,11
c9ef3a47,25
c9efd535,3
c9f31b77,3
c9f430c8,4
c9f75479,2
c9fad834,1
c9fb1caf,4
c9fee5bc,2
c9ffb00a,3
ca00ec64,8
ca0164bd,1
ca019d04,1
ca01d8c7,1
ca05843d,2
ca06ff34,1
ca083c0f,5
ca098197,33
ca0c0580,48
ca0c7464,10
ca0d52e6,1
ca0f9dae,3
ca1a4de1,2
ca1bb412,2
ca1bd2d9,5
ca1cc29d,1
ca1e5fad,1
ca24dc30,4
ca27c349,2
ca2a481a,6
ca2dab02,5
ca2f8c80,4
ca311b39,2
ca3169d4,3
ca353f47,1
ca3aa76f,2
ca4810f0,4
ca49ad41,8
ca4c76bc,2
ca5310e7,1
ca53ec67,8
ca5998f2,4
ca5a76a8,3
ca5cb1d3,1
ca5e2eca,1
ca5fa859,6
ca619339,1
ca62056a,8
ca6249a3,1
ca637d55,2
ca63e25e,2
ca64fc32,8
ca65447d,7
ca6641dc,11
ca66b940,3
ca670d29,4
ca6a0908,1
ca6c1a60,1
ca701f6d,9
ca70f030,7
ca733786,5
ca7a900c,4
ca846c45,3
ca84ac5c,9
ca856251,4
ca88bc97,4
ca8a77c2,3
ca8b3fee,11
ca8ba9bb,2
ca8beb0c,3
ca8cc8fd,7
ca911899,22
ca97e67a,2
ca9a1627,1
ca9e0b93,6
ca9e125e,8
ca9f7d2c,33
ca9ff15f,2
caa21344,6
caa2ec84,1
caa2f2af,1
caa43eb8,4
caa6bb0e,2
caaa8d74,4
caaaa85a,1
caabcb96,4
caaffea7,15
cab06d66,1
cab15561,2
cab49008,17
cab4b7c2,4
caba733d,1
cabbf33d,4
cabde9cb,4
cac0d316,5
cac51bb6,11
cac589bf,1
cac6fb67,6
cac8ac2c,1
caca5057,1
cad1d40d,1
cad47aa3,1
cada1c6c,4
cada1cf5,5
cadb19e0,2
cadc59b5,9
cadccad7,6
cadd90ba,1
cade8c60,5
cae0471f,4
cae13d10,20
cae322fd,3
cae3fb22,1
cae62392,2
cae6d919,2
caebd81f,2
caf78a46,2
cafd4bb8,4
cafdff00,2
caffd94e,1
cb007370,1
cb015e4a,1
cb01bad4,2
cb01d2a4,2
cb032a7f,1
cb044625,8
cb0815f4,1
cb0bdcbd,2
cb0d3339,4
cb0d9f11,11
cb0e1f46,18
cb0e3cb7,8
cb0f3f5e,1
cb14e299,1
cb153bb8,10
cb1555bd,3
cb15b57e,4
cb176aed,7
cb17811c,6
cb199c75,2
cb1a2f8c,11
cb1cc5fa,2
cb1d7c21,2
cb1e31bc,4
cb1f62fc,9
cb1f7fee,4
cb229b8b,4
cb23b6c7,1
cb272bb6,10
cb285815,6
cb28d969,1
cb2c14c1,2
cb2e5ad2,4
cb2e99bb,10
cb2ed230,1
cb2fee13,8
cb353cfe,1
cb373231,4
cb3eff22,2
cb3f1145,1
cb42a8a7,1
cb4bafd3,2
cb4f85b4,3
cb518657,6
cb538664,7
cb549a59,3
cb559652,6
cb56012e,1
cb596558,8
cb59b139,2
cb59d129,10
cb61f387,3
cb66454f,1
cb6d9723,4
cb6ed7c5,7
cb707e72,11
cb708b28,15
cb734621,3
cb7ac002,10
cb7bd191,3
cb7dec3b,1
cb7e3c0f,1
cb7f45c4,16
cb806be6,2
cb813147,13
cb831c22,1
cb855242,3
cb8555cb,2
cb856018,1
cb85b8eb,1
cb85e914,9
cb864497,8
cb86514a,1
cb87cde4,12
cb88ff41,9
cb8ad1ae,1
cb8ef8c1,1
cb916494,1
cb9165fb,5
cb91a1a6,2
cb9389a8,3
cb972470,11
cb99d9f9,2
cba2e09f,2
cba473d9,1
cba5d42a,2
cba73a74,2
cba8e4e5,24
cba8fb47,2
cbadfe11,3
cbaf1b3b,1
cbb23a50,1
cbb7055d,7
cbbbc0ac,9
cbbc084b,1
cbbfa479,2
cbc04687,2
cbc18702,3
cbc5ba50,12
cbc70b7b,1
cbcd5543,41
cbcf3287,1
cbd0ae2d,9
cbd1fda5,1
cbd2cd46,8
cbdda6d6,4
cbdf722a,1
cbe016b8,15
cbe2f4f4,2
cbe3be2e,4
cbe426d6,1
cbe47d76,5
cbe6eb0d,4
cbe7bccd,3
cbe7e6b6,1
cbe8c0e8,1
cbe8d486,7
cbe98c1b,14
cbe9eb16,4
cbec08c5,1
cbeee221,2
cbef2307,2
cbeff44e,4
