person,cant_ev_ad_campaign_hit,cant_ev_brand_listing,cant_ev_checkout,cant_ev_conversion,cant_ev_generic_listing,cant_ev_lead,cant_ev_search_engine_hit,cant_ev_searched_products,cant_ev_staticpage,cant_ev_viewed_product,cant_ev_visited_site
b8ff9da8,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,17.0,4.0
b90062c1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
b901b204,1.0,30.0,4.0,1.0,33.0,1.0,5.0,7.0,2.0,41.0,28.0
b9053067,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,50.0,4.0
b90821db,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
b90a6da0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,11.0,3.0
b90eebae,3.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,31.0,4.0
b911054a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
b9134ea2,0.0,2.0,3.0,1.0,4.0,0.0,7.0,0.0,1.0,18.0,3.0
b9142361,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
b91606cb,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0
b9175fbe,4.0,26.0,3.0,1.0,128.0,0.0,50.0,20.0,1.0,284.0,47.0
b917aa21,10.0,44.0,3.0,0.0,13.0,1.0,12.0,0.0,0.0,63.0,7.0
b91a594b,7.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,3.0
b91bd904,29.0,0.0,1.0,0.0,5.0,0.0,1.0,11.0,1.0,12.0,16.0
b91c15bc,3.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,18.0,5.0
b91d7757,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,15.0,2.0
b91d857d,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
b91ea059,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
b91ebaa4,1.0,0.0,4.0,0.0,1.0,0.0,1.0,43.0,0.0,15.0,18.0
b91f78e8,3.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,19.0,2.0
b921e5a2,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,24.0,3.0
b926aa6e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
b929c1c7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
b92c38ed,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0
b92d0ea0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
b92febcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b92ffbc5,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,5.0
b9300586,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,1.0
b9313f83,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,32.0,1.0
b931ca90,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,3.0
b932897f,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
b9334ce1,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0
b933ea3e,15.0,11.0,1.0,0.0,15.0,0.0,15.0,0.0,0.0,52.0,6.0
b934ca30,2.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,17.0,2.0
b9351c58,3.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,2.0
b935e9c0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,7.0,2.0
b93b1661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b93b7486,1.0,11.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,36.0,1.0
b93c0e74,0.0,0.0,2.0,0.0,2.0,0.0,1.0,8.0,0.0,11.0,1.0
b93e7106,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,6.0,4.0
b93e9071,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0
b93f917c,9.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,92.0,8.0
b9407e48,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
b942535c,6.0,4.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,5.0,5.0
b9434356,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
b944f212,4.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0
b9450f08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b94c116b,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0
b9524581,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
b954eb32,6.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,9.0,7.0
b955873a,6.0,6.0,2.0,0.0,2.0,0.0,6.0,3.0,0.0,12.0,1.0
b959d3ed,3.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,59.0,9.0
b95a3d75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
b95b634e,24.0,10.0,4.0,0.0,17.0,0.0,14.0,11.0,0.0,47.0,21.0
b95d7943,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
b95f219e,2.0,0.0,2.0,0.0,2.0,0.0,2.0,9.0,0.0,10.0,3.0
b95f8874,3.0,6.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,17.0,3.0
b9628c41,53.0,52.0,19.0,1.0,162.0,2.0,36.0,36.0,52.0,641.0,112.0
b962c153,23.0,0.0,2.0,0.0,20.0,0.0,24.0,11.0,0.0,35.0,4.0
b96428f0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,1.0
b9643464,14.0,10.0,2.0,0.0,8.0,0.0,3.0,12.0,0.0,45.0,12.0
b964f5fc,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,8.0,1.0
b965414c,2.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,4.0
b9661c6b,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0
b9667360,7.0,10.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,33.0,17.0
b96811bc,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
b96924a5,3.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,99.0,7.0
b96a042e,6.0,9.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,239.0,18.0
b96ab3e6,5.0,0.0,8.0,1.0,8.0,0.0,3.0,26.0,0.0,39.0,22.0
b96b2fed,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,119.0,9.0
b96b3d27,7.0,21.0,2.0,1.0,8.0,0.0,6.0,11.0,0.0,83.0,20.0
b96dc365,3.0,21.0,4.0,2.0,7.0,0.0,4.0,0.0,0.0,62.0,7.0
b9701b8a,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b970d0e6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b9744523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b9751172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b9758c18,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,43.0,1.0
b978f556,5.0,17.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,27.0,2.0
b97b4bcc,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0
b97b6133,4.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0
b97b9d93,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
b97ce258,7.0,1.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,4.0,1.0
b97e38ad,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,13.0,1.0
b98525eb,1.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0
b9887029,30.0,17.0,2.0,0.0,11.0,0.0,0.0,3.0,0.0,28.0,11.0
b98a90fc,3.0,4.0,1.0,0.0,6.0,1.0,0.0,8.0,1.0,10.0,2.0
b98cad81,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,7.0,2.0
b98d17d1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b98d98ad,118.0,57.0,4.0,0.0,10.0,0.0,61.0,20.0,0.0,160.0,51.0
b98fbfa1,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0
b992ab03,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b992abe1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
b992f90a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0
b9934dcc,16.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,2.0
b99409cf,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
b996ab96,3.0,1.0,1.0,0.0,2.0,0.0,3.0,18.0,0.0,49.0,6.0
b998d158,7.0,23.0,1.0,0.0,7.0,0.0,8.0,21.0,0.0,80.0,24.0
b9996281,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0
b99b63e9,0.0,3.0,1.0,0.0,4.0,2.0,0.0,8.0,0.0,41.0,3.0
b99bbc45,31.0,49.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,47.0,21.0
b99bf029,10.0,4.0,1.0,0.0,6.0,0.0,10.0,35.0,0.0,41.0,5.0
b99c5d5e,2.0,6.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,20.0,5.0
b9a076de,4.0,8.0,7.0,0.0,5.0,0.0,8.0,4.0,0.0,117.0,6.0
b9aba22c,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,5.0
b9aba237,2.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,13.0,1.0
b9b725b3,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0
b9b759e5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
b9b83cf3,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
b9b86117,5.0,0.0,1.0,0.0,5.0,0.0,5.0,2.0,0.0,1.0,1.0
b9b927a1,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0
b9b940a6,2.0,3.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,22.0,7.0
b9ba2934,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0
b9bd1ce9,7.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0
b9c62f79,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
b9c6ed9c,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0
b9c75573,0.0,2.0,2.0,0.0,4.0,0.0,0.0,20.0,2.0,40.0,5.0
b9c76314,7.0,19.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,20.0,4.0
b9c781a1,6.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0
b9c867c3,3.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,9.0,2.0
b9c9e6ee,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0
b9cac349,7.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,18.0,5.0
b9cbab1d,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0
b9cc60f6,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,3.0
b9cf92df,2.0,0.0,2.0,3.0,16.0,0.0,0.0,6.0,4.0,10.0,7.0
b9d08f90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
b9d3a288,0.0,1.0,4.0,1.0,1.0,0.0,1.0,8.0,0.0,9.0,5.0
b9d5eb39,1.0,1.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,25.0,4.0
b9dab516,13.0,1.0,1.0,0.0,7.0,0.0,3.0,4.0,0.0,66.0,6.0
b9db2479,10.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,6.0
b9dc0253,0.0,28.0,2.0,1.0,10.0,0.0,3.0,3.0,1.0,54.0,12.0
b9dc974d,0.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,9.0,1.0
b9dee730,1.0,43.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,24.0,6.0
b9def459,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
b9dfe5d9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b9e2d87b,7.0,0.0,8.0,7.0,12.0,0.0,7.0,5.0,3.0,100.0,20.0
b9e37d0d,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0
b9e79b8d,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0
b9ed743c,10.0,1.0,1.0,0.0,6.0,0.0,8.0,21.0,0.0,23.0,6.0
b9f0010d,2.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,1.0
b9f16899,2.0,16.0,0.0,0.0,5.0,0.0,4.0,5.0,0.0,26.0,5.0
b9f2054a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b9f3646c,3.0,4.0,1.0,0.0,3.0,0.0,3.0,6.0,0.0,9.0,3.0
b9f984c8,16.0,1.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,59.0,11.0
b9fd192a,3.0,6.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,58.0,7.0
b9fe497f,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,18.0,1.0
ba03cff2,11.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,11.0
ba054c94,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,1.0
ba05da8e,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,17.0,2.0
ba0681ee,4.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,19.0,3.0
ba069d2a,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,11.0,2.0
ba09f821,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0
ba0c0fd6,3.0,60.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,41.0,9.0
ba0cb395,5.0,2.0,1.0,0.0,8.0,0.0,0.0,3.0,0.0,4.0,3.0
ba0e5381,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
ba0ec9d5,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0
ba10d1b3,9.0,4.0,3.0,0.0,8.0,0.0,10.0,11.0,0.0,73.0,8.0
ba1179b2,3.0,36.0,1.0,0.0,9.0,0.0,2.0,5.0,0.0,77.0,5.0
ba136984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ba15aa79,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
ba16797f,8.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,1.0
ba18e29d,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ba1af5c4,0.0,22.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,69.0,6.0
ba1ba51c,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0
ba1bec4f,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0
ba1c652e,7.0,1.0,3.0,0.0,1.0,0.0,9.0,5.0,1.0,10.0,2.0
ba1ea84c,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ba22d04a,1.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0
ba25e799,24.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,26.0,15.0
ba2876f9,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
ba306ea1,3.0,0.0,8.0,0.0,5.0,0.0,3.0,16.0,0.0,19.0,4.0
ba3121fb,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
ba312462,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ba315b04,48.0,157.0,2.0,0.0,19.0,0.0,19.0,0.0,0.0,253.0,29.0
ba39dc10,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
ba3b70d7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ba3b7b4f,4.0,0.0,11.0,0.0,7.0,0.0,2.0,17.0,0.0,13.0,10.0
ba3c6116,0.0,0.0,5.0,2.0,1.0,0.0,1.0,4.0,0.0,5.0,3.0
ba3e8a89,9.0,9.0,4.0,1.0,9.0,0.0,3.0,0.0,0.0,36.0,11.0
ba3efe4e,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
ba3f5a11,5.0,6.0,3.0,2.0,39.0,0.0,12.0,17.0,2.0,245.0,45.0
ba41d2e5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
ba451885,7.0,0.0,1.0,1.0,10.0,0.0,8.0,0.0,0.0,9.0,7.0
ba45e297,3.0,8.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,12.0,2.0
ba47139b,1.0,12.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,15.0,1.0
ba4772a2,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44.0,4.0
ba495509,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,2.0
ba497d27,2.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,97.0,4.0
ba4b3d23,6.0,1.0,3.0,1.0,3.0,0.0,11.0,0.0,5.0,8.0,4.0
ba4dcabb,4.0,5.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,24.0,2.0
ba5061aa,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ba50ab82,6.0,5.0,1.0,0.0,5.0,0.0,2.0,9.0,0.0,49.0,5.0
ba517417,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0
ba51f314,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ba521cfd,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0
ba536cb2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
ba55a3f8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ba566799,1.0,8.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,7.0,3.0
ba575957,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ba57bafd,3.0,1.0,0.0,0.0,7.0,0.0,2.0,13.0,0.0,17.0,6.0
ba5a6b2a,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ba5b3f66,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ba5bdb98,4.0,32.0,2.0,0.0,8.0,0.0,1.0,0.0,4.0,25.0,3.0
ba5f9afd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
ba5fd3d5,2.0,3.0,0.0,0.0,17.0,0.0,4.0,6.0,0.0,67.0,21.0
ba61790b,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0
ba639515,74.0,3.0,0.0,0.0,6.0,0.0,4.0,93.0,0.0,127.0,19.0
ba67a4f2,2.0,4.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,24.0,2.0
ba698f89,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
ba700802,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,9.0,1.0
ba724fb6,0.0,8.0,2.0,0.0,9.0,0.0,4.0,2.0,0.0,25.0,9.0
ba72c39c,38.0,1.0,2.0,2.0,41.0,0.0,13.0,3.0,0.0,76.0,22.0
ba73de33,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,29.0,3.0
ba763f0e,2.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,12.0,3.0
ba79c5a7,4.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,16.0,4.0
ba7d4af9,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0,1.0
ba7d7c31,4.0,0.0,1.0,0.0,4.0,0.0,4.0,9.0,0.0,21.0,3.0
ba7e9ed9,18.0,4.0,15.0,3.0,49.0,0.0,3.0,0.0,3.0,461.0,89.0
ba81a60c,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ba83de34,10.0,0.0,5.0,1.0,12.0,0.0,1.0,8.0,1.0,26.0,2.0
ba8700be,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,6.0,1.0
ba871932,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0
ba900f0d,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,2.0,9.0,8.0
ba92951c,3.0,16.0,2.0,0.0,5.0,0.0,6.0,14.0,0.0,40.0,6.0
ba92ccda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0
ba95f09b,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,2.0
ba99e16f,7.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,60.0,2.0
ba9f2f98,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
baa1e971,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,29.0,1.0
baa23686,2.0,2.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,17.0,7.0
baa6da49,12.0,3.0,2.0,0.0,9.0,0.0,18.0,24.0,1.0,93.0,6.0
baa70004,2.0,0.0,1.0,0.0,4.0,0.0,5.0,32.0,1.0,28.0,2.0
baa99e51,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0
baab5d13,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,31.0,8.0
baad7dfd,8.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,5.0
baaf7a96,1.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,4.0
baafddc6,3.0,31.0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,34.0,4.0
bab18d02,10.0,32.0,42.0,1.0,11.0,0.0,2.0,7.0,1.0,141.0,67.0
bab30b7e,5.0,0.0,2.0,0.0,5.0,0.0,5.0,1.0,0.0,2.0,4.0
bab3b8d6,0.0,1.0,2.0,1.0,11.0,0.0,0.0,4.0,1.0,35.0,10.0
bab4ec28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
bab68874,8.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,0.0,13.0,5.0
babc5862,6.0,7.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,2.0
babc89d7,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
babe4daa,3.0,0.0,2.0,0.0,3.0,0.0,4.0,18.0,0.0,8.0,6.0
babf7f63,2.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,12.0,3.0
babfa00c,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,3.0
babfb62e,28.0,6.0,4.0,0.0,14.0,0.0,13.0,14.0,0.0,152.0,15.0
bac3cd98,7.0,14.0,1.0,0.0,8.0,0.0,8.0,0.0,0.0,101.0,7.0
bac4c6fd,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0
bac5cad9,21.0,0.0,3.0,0.0,9.0,0.0,9.0,14.0,0.0,26.0,20.0
bac61241,5.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,34.0,3.0
bac82816,0.0,3.0,10.0,0.0,11.0,0.0,0.0,51.0,0.0,56.0,3.0
bac869d5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
bacce6b2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0
bacd6f94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bacdde48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
bad0bc25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
bad3ec79,4.0,0.0,1.0,0.0,4.0,0.0,2.0,5.0,0.0,26.0,1.0
bad49449,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
bad76a88,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0
bada76d3,3.0,218.0,3.0,1.0,6.0,0.0,5.0,0.0,1.0,268.0,51.0
badbcdfc,2.0,14.0,12.0,0.0,3.0,1.0,1.0,16.0,0.0,85.0,3.0
badc5eb3,3.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,1.0
badd51a5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
badf95ee,3.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,30.0,5.0
bae300df,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bae3171d,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0
bae64d03,11.0,15.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,193.0,14.0
bae7db1e,2.0,6.0,8.0,2.0,6.0,0.0,2.0,0.0,1.0,62.0,14.0
baed5dc9,6.0,13.0,2.0,2.0,11.0,0.0,6.0,29.0,0.0,40.0,13.0
baef1b53,5.0,0.0,1.0,0.0,4.0,0.0,6.0,3.0,4.0,18.0,2.0
baf054c3,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,64.0,3.0
baf187c5,2.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,9.0,3.0
