,person,cant_device_computer,cant_device_smartphone,cant_device_tablet,cant_device_unknown
31070,d0721a3e,50.0,9.0,0.0,0.0
31071,d0748872,5.0,0.0,0.0,8.0
31072,d076bed7,0.0,0.0,4.0,0.0
31073,d077700f,0.0,11.0,0.0,0.0
31074,d078566c,0.0,8.0,0.0,0.0
31075,d079f591,3.0,0.0,0.0,0.0
31076,d07bad21,1.0,0.0,0.0,0.0
31077,d07d624c,0.0,61.0,0.0,0.0
31078,d083dde8,0.0,4.0,0.0,0.0
31079,d0842654,10.0,0.0,0.0,0.0
31080,d0848f72,0.0,6.0,0.0,0.0
31081,d0854e2d,0.0,1.0,0.0,0.0
31082,d08674c1,14.0,0.0,0.0,0.0
31083,d0894a6d,1.0,0.0,0.0,0.0
31084,d08a6731,2.0,0.0,0.0,0.0
31085,d08b8295,0.0,1.0,0.0,0.0
31086,d08c081c,0.0,2.0,0.0,0.0
31087,d08c54f6,0.0,6.0,0.0,0.0
31088,d08c6669,1.0,0.0,0.0,0.0
31089,d08d205d,0.0,2.0,0.0,0.0
31090,d08d505e,24.0,0.0,0.0,0.0
31091,d092a26d,0.0,3.0,0.0,0.0
31092,d09327fd,5.0,0.0,0.0,0.0
31093,d093d389,0.0,4.0,0.0,0.0
31094,d094501f,3.0,0.0,0.0,0.0
31095,d0969a6a,1.0,0.0,0.0,0.0
31096,d096f03b,12.0,0.0,0.0,0.0
31097,d0986002,0.0,1.0,0.0,0.0
31098,d099aee0,0.0,6.0,0.0,0.0
31099,d099d2d0,3.0,0.0,0.0,0.0
31100,d09c0ec1,2.0,1.0,0.0,0.0
31101,d09cbc25,3.0,0.0,0.0,0.0
31102,d09d5b4b,5.0,16.0,0.0,0.0
31103,d0a45025,1.0,0.0,0.0,0.0
31104,d0a809fe,1.0,0.0,0.0,0.0
31105,d0a85cb0,2.0,0.0,0.0,0.0
31106,d0aa20ee,8.0,0.0,0.0,0.0
31107,d0b209c4,1.0,0.0,0.0,0.0
31108,d0b3c372,3.0,0.0,0.0,0.0
31109,d0b51f9c,0.0,3.0,0.0,0.0
31110,d0b6a03c,0.0,13.0,0.0,0.0
31111,d0b6d842,0.0,3.0,0.0,0.0
31112,d0b81a97,0.0,3.0,0.0,0.0
31113,d0bf97b5,0.0,12.0,0.0,0.0
31114,d0c07482,12.0,0.0,0.0,0.0
31115,d0c0ecce,0.0,1.0,0.0,0.0
31116,d0c27e54,0.0,3.0,0.0,0.0
31117,d0c30b1f,1.0,0.0,0.0,0.0
31118,d0c389cb,1.0,0.0,0.0,0.0
31119,d0c3c615,0.0,1.0,0.0,0.0
31120,d0c44c5b,0.0,1.0,0.0,0.0
31121,d0c5aa85,57.0,5.0,0.0,0.0
31122,d0c5f327,5.0,0.0,0.0,0.0
31123,d0c8355f,0.0,2.0,0.0,0.0
31124,d0c8c34c,0.0,4.0,0.0,0.0
31125,d0c95e38,0.0,13.0,0.0,0.0
31126,d0c96328,2.0,0.0,0.0,0.0
31127,d0ccea84,0.0,1.0,0.0,0.0
31128,d0cd8caf,3.0,0.0,0.0,0.0
31129,d0ce0640,2.0,0.0,0.0,0.0
31130,d0cf1feb,0.0,1.0,0.0,0.0
31131,d0cfac22,1.0,0.0,0.0,0.0
31132,d0d3af1e,1.0,0.0,0.0,0.0
31133,d0d44c0f,0.0,2.0,0.0,0.0
31134,d0d76cde,0.0,1.0,0.0,0.0
31135,d0d8084d,0.0,1.0,0.0,0.0
31136,d0da68d0,2.0,0.0,0.0,0.0
31137,d0db3160,3.0,31.0,0.0,0.0
31138,d0db804b,3.0,7.0,0.0,0.0
31139,d0dbe9fd,4.0,0.0,0.0,0.0
31140,d0de11d0,0.0,2.0,0.0,0.0
31141,d0de72cc,9.0,0.0,0.0,0.0
31142,d0e08ddc,1.0,0.0,0.0,0.0
31143,d0e73090,0.0,15.0,0.0,0.0
31144,d0eb70f6,0.0,2.0,0.0,0.0
31145,d0ee1921,1.0,0.0,0.0,0.0
31146,d0eeab95,4.0,0.0,0.0,0.0
31147,d0f3601d,0.0,0.0,3.0,0.0
31148,d0f70c2c,4.0,0.0,0.0,0.0
31149,d0f73fec,10.0,0.0,0.0,0.0
31150,d0fac35a,0.0,5.0,0.0,0.0
31151,d0fade91,2.0,0.0,0.0,0.0
31152,d0fd2b17,1.0,0.0,0.0,0.0
31153,d0feedc3,0.0,8.0,0.0,0.0
31154,d0ff4adf,1.0,0.0,0.0,0.0
31155,d0fffc84,26.0,0.0,0.0,0.0
31156,d10176b8,0.0,1.0,0.0,0.0
31157,d101fb09,3.0,2.0,0.0,0.0
31158,d103de18,0.0,1.0,0.0,0.0
31159,d10522b0,0.0,3.0,0.0,0.0
31160,d10826a4,27.0,0.0,0.0,0.0
31161,d10ceba9,2.0,0.0,0.0,0.0
31162,d10e8bec,15.0,5.0,0.0,0.0
31163,d10ea49b,0.0,1.0,0.0,0.0
31164,d114680d,0.0,1.0,0.0,0.0
31165,d114b967,5.0,0.0,0.0,0.0
31166,d11a1d34,0.0,2.0,0.0,0.0
31167,d11ab847,0.0,111.0,0.0,0.0
31168,d11dd072,1.0,0.0,0.0,0.0
31169,d11e26d1,0.0,1.0,0.0,0.0
31170,d11f6f6a,0.0,23.0,0.0,0.0
31171,d11fea74,1.0,0.0,0.0,0.0
31172,d120254d,1.0,0.0,0.0,0.0
31173,d12141cf,0.0,1.0,0.0,0.0
31174,d1214acf,0.0,2.0,0.0,0.0
31175,d1219cff,0.0,4.0,0.0,0.0
31176,d1234702,29.0,11.0,0.0,0.0
31177,d1260ee8,1.0,0.0,0.0,0.0
31178,d1276917,28.0,0.0,0.0,0.0
31179,d128c8b1,4.0,12.0,0.0,0.0
31180,d12933e4,2.0,30.0,0.0,0.0
31181,d129951e,0.0,1.0,0.0,0.0
31182,d12b6b7c,9.0,0.0,0.0,0.0
31183,d12b8fbc,0.0,1.0,0.0,0.0
31184,d12be530,0.0,2.0,0.0,0.0
31185,d12d0834,0.0,1.0,0.0,0.0
31186,d12e1d8a,2.0,0.0,0.0,0.0
31187,d12f6da9,23.0,19.0,0.0,0.0
31188,d12f7fb8,1.0,0.0,0.0,0.0
31189,d1320839,4.0,0.0,0.0,0.0
31190,d132afeb,2.0,2.0,0.0,0.0
31191,d1340a94,0.0,1.0,0.0,0.0
31192,d136f33e,0.0,3.0,0.0,0.0
31193,d13889a1,0.0,1.0,0.0,0.0
31194,d1392966,0.0,5.0,0.0,0.0
31195,d13cf71e,1.0,0.0,0.0,0.0
31196,d1429cff,0.0,1.0,0.0,0.0
31197,d14498ad,0.0,2.0,0.0,0.0
31198,d1449ab9,0.0,8.0,0.0,0.0
31199,d144c86d,0.0,3.0,0.0,0.0
31200,d1450231,0.0,1.0,0.0,0.0
31201,d1477691,3.0,0.0,0.0,0.0
31202,d14782b4,0.0,33.0,0.0,0.0
31203,d147f576,4.0,0.0,0.0,0.0
31204,d14aacc5,0.0,2.0,0.0,0.0
31205,d14b4230,3.0,0.0,0.0,0.0
31206,d14b97f6,13.0,0.0,0.0,0.0
31207,d14dde9a,0.0,16.0,0.0,0.0
31208,d14ea638,21.0,0.0,0.0,0.0
31209,d1511bad,1.0,0.0,0.0,0.0
31210,d15313ac,0.0,3.0,0.0,0.0
31211,d155ade2,0.0,1.0,0.0,0.0
31212,d158da0e,0.0,7.0,0.0,0.0
31213,d15a83ab,0.0,1.0,0.0,0.0
31214,d15ab362,2.0,0.0,0.0,0.0
31215,d15b10bf,0.0,6.0,0.0,0.0
31216,d15bd363,10.0,0.0,0.0,0.0
31217,d15eeb10,5.0,0.0,0.0,0.0
31218,d1617c27,3.0,0.0,0.0,0.0
31219,d161aca1,1.0,1.0,0.0,0.0
31220,d1629e43,2.0,0.0,0.0,0.0
31221,d16453d3,0.0,4.0,0.0,0.0
31222,d1655b8e,0.0,1.0,0.0,0.0
31223,d16934ff,3.0,50.0,0.0,0.0
31224,d169b1ff,3.0,0.0,0.0,0.0
31225,d16a1eaf,0.0,21.0,0.0,0.0
31226,d16bdf51,0.0,1.0,0.0,0.0
31227,d1714117,0.0,1.0,0.0,0.0
31228,d1739d46,3.0,0.0,0.0,0.0
31229,d174440a,0.0,1.0,0.0,0.0
31230,d1744b19,3.0,0.0,0.0,0.0
31231,d174d63f,0.0,0.0,6.0,0.0
31232,d176f49f,0.0,8.0,0.0,0.0
31233,d177a9d8,0.0,0.0,1.0,0.0
31234,d177bdfb,3.0,8.0,0.0,0.0
31235,d17830f2,1.0,0.0,0.0,0.0
31236,d1792a2e,4.0,0.0,0.0,0.0
31237,d17a7ac2,0.0,2.0,0.0,0.0
31238,d17af242,1.0,0.0,0.0,0.0
31239,d17d06f9,0.0,12.0,0.0,0.0
31240,d17e4787,10.0,0.0,0.0,0.0
31241,d17f3e33,2.0,0.0,0.0,0.0
31242,d17fb319,1.0,0.0,0.0,0.0
31243,d180a63f,1.0,0.0,0.0,0.0
31244,d182de60,0.0,4.0,0.0,0.0
31245,d18350c4,4.0,0.0,0.0,0.0
31246,d1842865,0.0,1.0,0.0,0.0
31247,d184bea9,0.0,1.0,0.0,0.0
31248,d1883adc,2.0,2.0,0.0,0.0
31249,d189d70a,4.0,0.0,0.0,0.0
31250,d18c5c0d,1.0,3.0,0.0,0.0
31251,d18cdc4e,0.0,2.0,0.0,0.0
31252,d18d5c6d,11.0,0.0,0.0,0.0
31253,d18dbd44,0.0,1.0,0.0,0.0
31254,d18e0822,0.0,2.0,0.0,0.0
31255,d191d46d,0.0,1.0,0.0,0.0
31256,d1921aa8,0.0,1.0,0.0,0.0
31257,d1933c2a,1.0,0.0,0.0,0.0
31258,d194cecf,0.0,4.0,0.0,0.0
31259,d19c9387,0.0,1.0,0.0,0.0
31260,d19d2bcc,15.0,0.0,0.0,0.0
31261,d19f03b8,2.0,0.0,0.0,0.0
31262,d1a05860,0.0,1.0,0.0,0.0
31263,d1a14d14,0.0,5.0,0.0,0.0
31264,d1a1a0a4,0.0,3.0,0.0,0.0
31265,d1a1eb9f,0.0,1.0,0.0,0.0
31266,d1a3512f,0.0,1.0,0.0,0.0
31267,d1a48054,0.0,9.0,0.0,0.0
31268,d1a65a00,0.0,1.0,0.0,0.0
31269,d1a7ea85,3.0,0.0,0.0,0.0
31270,d1a97db9,0.0,1.0,0.0,0.0
31271,d1a9e236,0.0,7.0,0.0,0.0
31272,d1aa1932,0.0,2.0,0.0,0.0
31273,d1abdc3d,0.0,1.0,0.0,0.0
31274,d1ac1c3e,1.0,0.0,0.0,0.0
31275,d1b07852,1.0,0.0,0.0,0.0
31276,d1b5b5be,0.0,1.0,0.0,0.0
31277,d1be37ec,0.0,4.0,0.0,0.0
31278,d1c0151a,3.0,0.0,0.0,0.0
31279,d1c53b89,4.0,0.0,0.0,0.0
31280,d1c5fcca,1.0,26.0,0.0,0.0
31281,d1c9dcf8,0.0,1.0,0.0,0.0
31282,d1ca3f87,1.0,0.0,0.0,0.0
31283,d1caba9a,32.0,0.0,0.0,0.0
31284,d1cc16c9,0.0,1.0,0.0,0.0
31285,d1d0031a,0.0,5.0,0.0,0.0
31286,d1d3d984,2.0,0.0,0.0,0.0
31287,d1d532a5,1.0,0.0,0.0,0.0
31288,d1d539a2,1.0,0.0,0.0,0.0
31289,d1d5a6c1,1.0,0.0,0.0,0.0
31290,d1d69046,0.0,5.0,0.0,0.0
31291,d1d72acc,2.0,0.0,0.0,0.0
31292,d1d74ca3,1.0,0.0,0.0,0.0
31293,d1d7da35,0.0,6.0,0.0,0.0
31294,d1d94a04,2.0,0.0,0.0,0.0
31295,d1dcdc12,0.0,1.0,0.0,0.0
31296,d1defe9c,15.0,0.0,0.0,0.0
31297,d1df0bf7,0.0,1.0,0.0,0.0
31298,d1df1bc1,0.0,1.0,0.0,0.0
31299,d1e06c02,0.0,13.0,0.0,0.0
31300,d1e0a74d,0.0,1.0,0.0,0.0
31301,d1e17445,2.0,0.0,0.0,0.0
31302,d1e820d3,0.0,1.0,0.0,0.0
31303,d1e86ff4,0.0,1.0,0.0,0.0
31304,d1ee95d7,5.0,0.0,0.0,0.0
31305,d1f06f32,0.0,4.0,0.0,0.0
31306,d1f181f8,19.0,5.0,0.0,0.0
31307,d1f66bc6,0.0,1.0,0.0,0.0
31308,d1f79635,3.0,0.0,0.0,0.0
31309,d1f866c9,0.0,1.0,0.0,0.0
31310,d1f8ae04,0.0,1.0,0.0,0.0
31311,d1f92763,3.0,0.0,0.0,0.0
31312,d1fd4345,0.0,2.0,0.0,0.0
31313,d1fd6caa,5.0,0.0,0.0,0.0
31314,d1fe3ee8,4.0,0.0,0.0,0.0
31315,d1feca1c,0.0,10.0,0.0,0.0
31316,d1ff377b,0.0,1.0,0.0,0.0
31317,d202aca9,1.0,0.0,0.0,0.0
31318,d202cb01,0.0,0.0,1.0,0.0
31319,d208f029,0.0,3.0,0.0,0.0
31320,d20b8190,0.0,21.0,0.0,0.0
31321,d20ce160,0.0,1.0,0.0,0.0
31322,d20d9f32,1.0,0.0,0.0,0.0
31323,d20e88f3,3.0,0.0,0.0,0.0
31324,d20f6d4f,0.0,3.0,0.0,0.0
31325,d21513bf,1.0,0.0,0.0,0.0
31326,d2151773,0.0,2.0,0.0,0.0
31327,d218c159,0.0,1.0,0.0,0.0
31328,d21b879f,0.0,3.0,0.0,0.0
31329,d21c4257,0.0,5.0,0.0,0.0
31330,d21d8530,0.0,5.0,0.0,0.0
31331,d21ede4a,0.0,1.0,0.0,0.0
31332,d21ee7a5,0.0,4.0,0.0,0.0
31333,d220d879,4.0,0.0,0.0,0.0
31334,d22544c6,0.0,8.0,0.0,0.0
31335,d22593d3,0.0,1.0,0.0,0.0
31336,d2264a14,3.0,1.0,0.0,0.0
31337,d226f4e3,0.0,1.0,0.0,0.0
31338,d2289920,6.0,0.0,0.0,0.0
31339,d22c82d7,0.0,1.0,0.0,0.0
31340,d22df926,1.0,0.0,0.0,0.0
31341,d22e3d7c,0.0,4.0,0.0,0.0
31342,d2328073,2.0,0.0,0.0,0.0
31343,d2329ee6,0.0,2.0,0.0,0.0
31344,d234626a,0.0,1.0,0.0,0.0
31345,d236741b,2.0,0.0,0.0,0.0
31346,d239d178,0.0,4.0,0.0,0.0
31347,d23b1163,0.0,2.0,0.0,0.0
31348,d23c2360,1.0,0.0,0.0,0.0
31349,d23d022d,3.0,0.0,0.0,0.0
31350,d23fe8fe,23.0,0.0,0.0,0.0
31351,d240261d,5.0,0.0,0.0,0.0
31352,d242761f,0.0,1.0,0.0,0.0
31353,d242f46a,0.0,2.0,0.0,0.0
31354,d2454b4c,3.0,0.0,0.0,0.0
31355,d2465804,14.0,0.0,0.0,0.0
31356,d246b94a,2.0,0.0,0.0,0.0
31357,d246ebdf,8.0,0.0,0.0,0.0
31358,d2473eb6,3.0,0.0,0.0,0.0
31359,d247d681,0.0,2.0,0.0,0.0
31360,d249423c,17.0,0.0,0.0,0.0
31361,d2494298,0.0,4.0,0.0,0.0
31362,d24a1bc6,0.0,1.0,0.0,0.0
31363,d24ae822,9.0,0.0,0.0,0.0
31364,d24af49d,0.0,1.0,0.0,0.0
31365,d24b178a,0.0,1.0,0.0,0.0
31366,d24d1b7f,0.0,1.0,0.0,0.0
31367,d24ddf86,1.0,0.0,0.0,0.0
31368,d24f8299,0.0,1.0,0.0,0.0
31369,d2561d30,0.0,3.0,0.0,0.0
31370,d2586499,2.0,3.0,0.0,0.0
31371,d25a3b91,0.0,6.0,0.0,0.0
31372,d25a56b9,1.0,0.0,0.0,0.0
31373,d25a789b,0.0,2.0,0.0,0.0
31374,d25ae024,0.0,1.0,0.0,0.0
31375,d25eae82,2.0,0.0,0.0,0.0
31376,d261cc63,40.0,0.0,0.0,0.0
31377,d261e546,1.0,0.0,0.0,0.0
31378,d26339a3,3.0,0.0,0.0,0.0
31379,d2646614,4.0,21.0,0.0,0.0
31380,d264813a,1.0,0.0,0.0,0.0
31381,d266be76,3.0,0.0,0.0,0.0
31382,d26707c1,0.0,1.0,0.0,0.0
31383,d26a2f9b,4.0,0.0,0.0,0.0
31384,d26a5ed1,1.0,0.0,0.0,0.0
31385,d26d88be,1.0,0.0,0.0,0.0
31386,d26f19b6,11.0,0.0,0.0,0.0
31387,d26f1a30,0.0,2.0,0.0,0.0
31388,d26f7ade,0.0,1.0,0.0,0.0
31389,d26fd770,3.0,0.0,0.0,0.0
31390,d2705dda,0.0,16.0,0.0,0.0
31391,d27084e2,1.0,0.0,0.0,0.0
31392,d270d295,0.0,3.0,0.0,0.0
31393,d2715344,5.0,0.0,0.0,0.0
31394,d275ba03,1.0,0.0,0.0,0.0
31395,d276ed05,0.0,5.0,0.0,0.0
31396,d278c8bf,0.0,1.0,0.0,0.0
31397,d27b796c,0.0,3.0,0.0,0.0
31398,d27bbc1c,1.0,0.0,0.0,0.0
31399,d27de2a9,1.0,0.0,0.0,0.0
31400,d27e7bc1,4.0,1.0,0.0,0.0
31401,d27fc76c,1.0,0.0,0.0,0.0
31402,d2883671,0.0,2.0,0.0,0.0
31403,d28a3e2f,0.0,12.0,0.0,0.0
31404,d28abdf0,2.0,0.0,0.0,0.0
31405,d28abe40,2.0,0.0,0.0,0.0
31406,d28c01f3,14.0,0.0,0.0,0.0
31407,d28e5ad4,2.0,0.0,0.0,0.0
31408,d28f06ff,1.0,0.0,0.0,0.0
31409,d2929e30,2.0,0.0,0.0,0.0
31410,d2942a41,0.0,1.0,0.0,0.0
31411,d29577bf,2.0,0.0,0.0,0.0
31412,d298b86a,3.0,0.0,0.0,0.0
31413,d29a104d,0.0,2.0,0.0,0.0
31414,d29c2f4c,0.0,0.0,8.0,0.0
31415,d29e072e,0.0,1.0,0.0,0.0
31416,d2a1f99b,3.0,0.0,0.0,0.0
31417,d2a31239,0.0,4.0,0.0,0.0
31418,d2a36ad7,0.0,10.0,0.0,0.0
31419,d2a6f029,1.0,2.0,0.0,0.0
31420,d2a6f314,0.0,3.0,0.0,0.0
31421,d2a718e9,0.0,4.0,0.0,0.0
31422,d2a791dd,1.0,0.0,0.0,0.0
31423,d2a7cc85,1.0,0.0,0.0,0.0
31424,d2ab4c56,0.0,3.0,0.0,0.0
31425,d2ad3c29,0.0,2.0,0.0,0.0
31426,d2afed4d,0.0,1.0,0.0,0.0
31427,d2b037b9,2.0,0.0,0.0,0.0
31428,d2b262ad,2.0,0.0,0.0,0.0
31429,d2b3757c,1.0,0.0,0.0,0.0
31430,d2b3ee0a,4.0,0.0,0.0,0.0
31431,d2b9c118,5.0,0.0,0.0,0.0
31432,d2ba64ec,0.0,13.0,0.0,0.0
31433,d2bb3397,18.0,0.0,0.0,0.0
31434,d2bdd054,0.0,1.0,0.0,0.0
31435,d2c05e7d,1.0,11.0,0.0,0.0
31436,d2c19a32,0.0,3.0,0.0,0.0
31437,d2c70888,1.0,0.0,0.0,0.0
31438,d2cd8a99,3.0,0.0,0.0,0.0
31439,d2d35d4c,1.0,0.0,0.0,0.0
31440,d2d522c8,0.0,3.0,0.0,0.0
31441,d2d69f0a,1.0,0.0,0.0,0.0
31442,d2d6b6b8,0.0,2.0,0.0,0.0
31443,d2d71517,0.0,1.0,0.0,0.0
31444,d2d863a5,4.0,0.0,0.0,0.0
31445,d2d8fea1,7.0,0.0,0.0,0.0
31446,d2db737f,6.0,0.0,0.0,0.0
31447,d2dbe0a4,3.0,0.0,0.0,0.0
31448,d2dcd94c,0.0,1.0,0.0,0.0
31449,d2e1eaa8,2.0,0.0,0.0,0.0
31450,d2e26269,1.0,0.0,0.0,0.0
31451,d2e334b4,1.0,0.0,0.0,0.0
31452,d2e425c1,3.0,0.0,0.0,0.0
31453,d2e4c026,1.0,0.0,0.0,0.0
31454,d2e564cb,0.0,4.0,0.0,0.0
31455,d2e7b5fc,3.0,0.0,0.0,0.0
31456,d2e95785,0.0,1.0,0.0,0.0
31457,d2ea6d83,0.0,1.0,0.0,0.0
31458,d2ea72bb,0.0,1.0,0.0,0.0
31459,d2ea7d7b,0.0,0.0,6.0,0.0
31460,d2eaf362,19.0,0.0,0.0,0.0
31461,d2ec1eb9,0.0,1.0,0.0,0.0
31462,d2ed582e,6.0,0.0,0.0,0.0
31463,d2ee281c,0.0,7.0,0.0,0.0
31464,d2ee4af8,2.0,0.0,0.0,0.0
31465,d2ef01f2,1.0,0.0,0.0,0.0
31466,d2f3fdc9,1.0,0.0,0.0,0.0
31467,d2f866aa,0.0,5.0,0.0,0.0
31468,d2f88c0b,0.0,14.0,0.0,0.0
31469,d2fc297d,0.0,1.0,0.0,0.0
31470,d305390a,0.0,1.0,0.0,0.0
31471,d308efab,9.0,0.0,0.0,0.0
31472,d30bf13a,0.0,1.0,0.0,0.0
31473,d30f4a69,20.0,33.0,0.0,0.0
31474,d31373c4,2.0,0.0,0.0,0.0
31475,d3139e20,90.0,0.0,0.0,0.0
31476,d313cbb6,1.0,10.0,0.0,0.0
31477,d317e462,7.0,0.0,0.0,0.0
31478,d31af866,0.0,4.0,0.0,0.0
31479,d32008ab,9.0,0.0,0.0,0.0
31480,d3201bee,0.0,4.0,0.0,0.0
31481,d323a8f6,0.0,15.0,0.0,0.0
31482,d323fbf1,20.0,0.0,0.0,0.0
31483,d324a2ec,1.0,0.0,0.0,0.0
31484,d32507a0,1.0,0.0,0.0,0.0
31485,d325a29f,2.0,0.0,0.0,0.0
31486,d3273380,0.0,0.0,5.0,0.0
31487,d328662f,3.0,0.0,0.0,0.0
31488,d329c683,0.0,2.0,0.0,0.0
31489,d32c1966,0.0,4.0,0.0,0.0
31490,d32d9712,0.0,2.0,0.0,0.0
31491,d32efd2f,0.0,1.0,0.0,0.0
31492,d32f0629,0.0,7.0,0.0,0.0
31493,d3300eab,0.0,5.0,0.0,0.0
31494,d33484a3,1.0,0.0,0.0,0.0
31495,d3361609,6.0,8.0,0.0,0.0
31496,d33670e2,1.0,0.0,0.0,0.0
31497,d339826b,0.0,1.0,0.0,0.0
31498,d33fef1b,2.0,0.0,0.0,0.0
31499,d340363d,1.0,0.0,0.0,0.0
31500,d341ab21,0.0,1.0,0.0,0.0
31501,d343d6ee,0.0,3.0,0.0,0.0
31502,d345047d,0.0,1.0,0.0,0.0
31503,d345f91e,0.0,18.0,0.0,0.0
31504,d34965be,0.0,1.0,0.0,0.0
31505,d34adc28,1.0,0.0,0.0,0.0
31506,d34be6d2,2.0,0.0,0.0,0.0
31507,d34e4f51,8.0,8.0,10.0,0.0
31508,d34eda90,3.0,0.0,0.0,0.0
31509,d34f13b0,0.0,1.0,0.0,0.0
31510,d350dc51,0.0,1.0,0.0,0.0
31511,d351a997,0.0,1.0,0.0,0.0
31512,d352985b,6.0,0.0,0.0,0.0
31513,d352efb4,1.0,0.0,0.0,0.0
31514,d3584c47,2.0,0.0,0.0,0.0
31515,d35af566,1.0,6.0,0.0,0.0
31516,d35b9349,0.0,3.0,0.0,0.0
31517,d35d16dc,2.0,0.0,0.0,0.0
31518,d35d9d89,1.0,0.0,0.0,0.0
31519,d35f4312,0.0,6.0,0.0,0.0
31520,d364a443,0.0,4.0,0.0,0.0
31521,d365a709,1.0,0.0,0.0,0.0
31522,d368a088,5.0,0.0,0.0,0.0
31523,d368fc39,0.0,14.0,0.0,0.0
31524,d369cec0,3.0,0.0,0.0,0.0
31525,d369ea17,1.0,0.0,0.0,0.0
31526,d36c656b,6.0,0.0,0.0,0.0
31527,d3703e3b,0.0,4.0,0.0,0.0
31528,d37355a7,0.0,2.0,0.0,0.0
31529,d3747d48,1.0,0.0,0.0,0.0
31530,d3754eec,7.0,0.0,0.0,0.0
31531,d377fc93,1.0,0.0,0.0,0.0
31532,d37a028a,1.0,0.0,0.0,0.0
31533,d37ce75a,1.0,0.0,0.0,0.0
31534,d37d3b18,0.0,1.0,0.0,0.0
31535,d37f907b,1.0,0.0,0.0,0.0
31536,d3804ec0,0.0,1.0,0.0,0.0
31537,d380e81f,1.0,0.0,0.0,0.0
31538,d381c821,0.0,1.0,0.0,0.0
31539,d382559e,0.0,30.0,0.0,0.0
31540,d383b6ac,0.0,9.0,0.0,0.0
31541,d383e068,2.0,0.0,0.0,0.0
31542,d3851e1b,0.0,6.0,0.0,0.0
31543,d386e132,1.0,0.0,0.0,0.0
31544,d38845ab,0.0,1.0,0.0,0.0
31545,d389f4e1,0.0,5.0,0.0,0.0
31546,d38b324d,3.0,0.0,0.0,0.0
31547,d38ddd4f,3.0,0.0,0.0,0.0
31548,d38f7795,3.0,0.0,0.0,0.0
31549,d38fe624,0.0,1.0,0.0,0.0
31550,d38ff74c,3.0,0.0,0.0,0.0
31551,d3918c74,4.0,0.0,0.0,0.0
31552,d3922563,0.0,1.0,0.0,0.0
31553,d3930742,0.0,2.0,0.0,0.0
31554,d397f02b,1.0,0.0,0.0,0.0
31555,d39a3f48,1.0,0.0,0.0,0.0
31556,d39af530,2.0,0.0,0.0,0.0
31557,d39b1961,0.0,2.0,0.0,0.0
31558,d39dd2a1,0.0,2.0,0.0,0.0
31559,d3a1b031,8.0,0.0,0.0,0.0
31560,d3a2e324,3.0,0.0,0.0,0.0
31561,d3a3509b,0.0,1.0,0.0,0.0
31562,d3a37c6b,0.0,1.0,0.0,0.0
31563,d3a3a052,0.0,1.0,0.0,0.0
31564,d3a631b7,0.0,1.0,0.0,0.0
31565,d3a7eaaf,1.0,0.0,0.0,0.0
31566,d3a9700d,14.0,0.0,0.0,0.0
31567,d3a99f60,1.0,0.0,0.0,0.0
31568,d3ad9696,0.0,1.0,0.0,0.0
31569,d3adbb35,9.0,0.0,0.0,0.0
31570,d3aed32d,1.0,0.0,0.0,0.0
31571,d3b0786d,1.0,0.0,0.0,0.0
31572,d3b3d593,0.0,3.0,0.0,0.0
31573,d3b73173,15.0,0.0,0.0,0.0
31574,d3b7480f,0.0,1.0,0.0,0.0
31575,d3b74932,1.0,0.0,0.0,0.0
31576,d3b78236,0.0,3.0,0.0,0.0
31577,d3ba24d4,0.0,3.0,0.0,0.0
31578,d3ba68cb,0.0,8.0,0.0,0.0
31579,d3bae7c1,4.0,0.0,0.0,0.0
31580,d3bb4e20,17.0,0.0,0.0,0.0
31581,d3be3cbe,0.0,0.0,0.0,2.0
31582,d3be5062,1.0,0.0,0.0,0.0
31583,d3be55c9,1.0,0.0,0.0,0.0
31584,d3bf3311,1.0,0.0,0.0,0.0
31585,d3c13504,2.0,0.0,0.0,0.0
31586,d3c18422,2.0,0.0,0.0,0.0
31587,d3c221ec,0.0,1.0,0.0,0.0
31588,d3c2c578,0.0,4.0,0.0,0.0
31589,d3c44902,0.0,1.0,0.0,0.0
31590,d3c782df,5.0,0.0,0.0,0.0
31591,d3c921b6,0.0,3.0,0.0,0.0
31592,d3cca76d,3.0,0.0,0.0,0.0
31593,d3d04bfd,6.0,0.0,0.0,0.0
31594,d3d2272b,3.0,0.0,0.0,0.0
31595,d3d2c061,0.0,1.0,0.0,0.0
31596,d3d332c5,1.0,0.0,0.0,0.0
31597,d3d3c03c,1.0,0.0,0.0,0.0
31598,d3d44c7a,0.0,5.0,0.0,0.0
31599,d3d4cfb5,8.0,0.0,0.0,0.0
31600,d3d6d8ae,39.0,0.0,0.0,0.0
31601,d3d9e3d5,0.0,1.0,0.0,0.0
31602,d3da82dc,0.0,1.0,0.0,0.0
31603,d3db9a49,2.0,0.0,0.0,0.0
31604,d3dc7b68,1.0,0.0,0.0,0.0
31605,d3de7c30,0.0,1.0,0.0,0.0
31606,d3dfa04e,3.0,0.0,0.0,0.0
31607,d3e07ba8,4.0,0.0,0.0,0.0
31608,d3e38d69,0.0,1.0,0.0,0.0
31609,d3e44371,1.0,0.0,0.0,0.0
31610,d3e45f36,0.0,1.0,0.0,0.0
31611,d3e7efc9,8.0,0.0,0.0,0.0
31612,d3e8844d,1.0,0.0,0.0,0.0
31613,d3e9496e,2.0,0.0,0.0,0.0
