,person,has_converted_before,most_viewed_sku,most_viewed_color_Preto,most_viewed_color_Branco,most_viewed_color_Dourado,region_brasil_Sao Paulo,region_brasil_Unknown,region_brasil_Minas Gerais
34531,38576edd,0.0,2812.0,0,1,0,0,0,0
34532,95592a71,0.0,8992.0,0,0,0,0,1,0
34533,bce2cb73,0.0,6371.0,0,0,1,0,0,0
34534,930baf20,0.0,10464.0,1,0,0,0,0,1
34535,1877d2fe,0.0,8443.0,1,0,0,0,1,0
34536,cdb38078,0.0,2810.0,1,0,0,0,0,0
34537,aef371a2,0.0,6329.0,0,0,1,0,0,0
34538,f74b2755,0.0,6875.0,0,0,1,0,0,0
34539,2e23d819,0.0,15819.0,0,0,0,1,0,0
34540,f095c9cd,0.0,6929.0,0,0,0,0,0,0
34541,57c1d126,0.0,9945.0,0,0,0,1,0,0
34542,58c826e3,0.0,6411.0,0,0,1,0,0,0
34543,24674efe,0.0,10407.0,0,0,0,0,0,0
34544,5450b433,0.0,1310.0,0,0,0,0,0,1
34545,5a4eac2f,0.0,3371.0,0,0,1,1,0,0
34546,af19dd4f,0.0,1309.0,0,0,0,0,0,1
34547,719bb076,0.0,10294.0,0,0,1,0,0,0
34548,d6da4843,0.0,6356.0,1,0,0,0,0,0
34549,d82bbcbc,0.0,7155.0,0,0,0,1,0,0
34550,751595b9,0.0,332.0,0,0,1,0,0,1
34551,4b05c56c,0.0,9274.0,1,0,0,0,0,0
34552,bdde0227,0.0,283.0,0,0,0,0,0,0
34553,ed4b9da2,0.0,332.0,0,0,1,0,0,0
34554,6b9ec6ce,0.0,3347.0,1,0,0,1,0,0
34555,0c371de2,0.0,2710.0,0,1,0,0,0,0
34556,ab534b6f,0.0,2831.0,0,0,1,1,0,0
34557,810690bf,0.0,2830.0,0,0,0,1,0,0
34558,70c0f170,0.0,9930.0,0,0,0,0,1,0
34559,ee6f7a1e,0.0,6011.0,0,0,0,1,0,0
34560,5829b3ae,0.0,6845.0,0,1,0,0,0,0
34561,c78ebccf,0.0,13332.0,0,0,0,0,0,0
34562,c8fa9ac1,0.0,7085.0,0,0,0,0,1,0
34563,07572aeb,0.0,7629.0,1,0,0,0,1,0
34564,c5eef7b5,0.0,9274.0,0,0,1,0,1,0
34565,05a0feb5,0.0,3287.0,1,0,0,0,1,0
34566,8a91cd5a,0.0,1309.0,0,0,0,1,0,0
34567,4ac8fa1a,0.0,4559.0,0,1,0,0,1,0
34568,3ec609f5,0.0,12744.0,1,0,0,0,1,0
34569,34206db5,0.0,12507.0,0,0,0,0,0,0
34570,8441b6fa,0.0,12466.0,1,0,0,1,0,0
34571,c0bab10c,0.0,1374.0,0,0,1,0,0,0
34572,016419e1,0.0,2834.0,0,0,1,0,0,0
34573,4971463b,0.0,10380.0,1,0,0,0,0,0
34574,ecd5d90b,0.0,8189.0,0,0,0,0,0,1
34575,802418b2,0.0,6845.0,0,0,1,0,0,0
34576,d46b7039,0.0,2829.0,0,0,0,0,0,0
34577,228d6264,0.0,6371.0,0,0,1,0,0,0
34578,99c8c79d,0.0,6902.0,0,0,1,0,0,0
34579,08f88fb5,0.0,15383.0,1,0,0,0,0,0
34580,81ef76f8,0.0,7967.0,1,0,0,1,0,0
34581,658c2aa6,0.0,2813.0,0,0,0,0,0,1
34582,9fbdf06a,0.0,15368.0,0,0,1,0,0,0
34583,87ff65ef,0.0,15819.0,0,0,0,0,1,0
34584,9fd29799,0.0,9302.0,1,0,0,0,0,0
34585,3ddf8042,0.0,311.0,0,0,1,0,0,0
34586,38dacfbe,0.0,2810.0,1,0,0,0,0,0
34587,7930a209,0.0,6887.0,0,0,0,0,1,0
34588,7bd87614,0.0,3647.0,0,1,0,0,1,0
34589,6a4b9d1f,0.0,6371.0,0,0,1,1,0,0
34590,18213311,0.0,2714.0,1,0,0,0,0,0
34591,85ab274d,0.0,10464.0,1,0,0,0,0,0
34592,d341ab21,0.0,10322.0,0,0,0,0,0,1
34593,37ff6ffa,0.0,6832.0,0,0,0,0,0,0
34594,3448a71b,0.0,332.0,0,0,1,0,0,0
34595,4149a282,0.0,12744.0,0,0,0,0,0,0
34596,7985b8d9,0.0,2787.0,0,0,1,0,0,0
34597,2b473667,0.0,893.0,0,1,0,0,0,0
34598,174e423b,0.0,7391.0,0,0,1,0,0,1
34599,6b2d1f7d,0.0,8415.0,0,0,0,1,0,0
34600,509ed788,0.0,6847.0,0,0,1,0,0,0
34601,7cd28355,0.0,7252.0,0,0,1,1,0,0
34602,5bb0f1ed,0.0,1317.0,0,0,0,1,0,0
34603,1ced74a7,0.0,12534.0,0,0,0,0,0,0
34604,6f819643,0.0,4585.0,0,0,1,0,0,0
34605,e7803c8a,0.0,7126.0,0,0,1,0,1,0
34606,04462fcd,0.0,6579.0,0,0,0,0,0,0
34607,78e44e77,0.0,6875.0,0,0,0,0,0,0
34608,bf79bbc1,0.0,1358.0,0,0,0,1,0,0
34609,7243cfbf,0.0,10911.0,0,0,0,1,0,0
34610,da3d3b44,0.0,10294.0,0,0,0,1,0,0
34611,95f2ed20,0.0,15383.0,1,0,0,0,0,0
34612,eef6349e,0.0,10406.0,1,0,0,0,0,0
34613,9b7683ec,0.0,10351.0,1,0,0,0,0,0
34614,89e6ba2d,0.0,6356.0,1,0,0,0,0,0
34615,8db456e1,0.0,11470.0,0,1,0,0,0,0
34616,c8e50cd2,0.0,14076.0,1,0,0,0,0,0
34617,c36725b9,0.0,6357.0,1,0,0,0,0,0
34618,1e51e9a7,0.0,2831.0,0,0,1,0,0,0
34619,fbcfd8d3,0.0,7239.0,1,0,0,0,0,1
34620,50e1fb77,0.0,7393.0,0,0,1,1,0,0
34621,4c384d82,0.0,10338.0,0,0,0,0,0,0
34622,2cb9027e,0.0,12758.0,1,0,0,0,1,0
34623,8daeaf37,0.0,12760.0,1,0,0,1,0,0
34624,62d5bf2f,0.0,10464.0,1,0,0,1,0,0
34625,088a812a,0.0,6356.0,1,0,0,0,1,0
34626,bf99594f,0.0,12730.0,0,0,0,0,1,0
34627,498befc5,0.0,1382.0,0,0,0,0,0,1
34628,d918bfe2,0.0,10939.0,1,0,0,1,0,0
34629,cf83d369,0.0,10114.0,0,0,0,0,1,0
34630,9755afc3,0.0,318.0,0,0,0,0,0,0
34631,63837321,0.0,12660.0,1,0,0,0,0,0
34632,d0214611,0.0,290.0,0,0,1,0,0,0
34633,96e1066d,0.0,10379.0,0,0,0,1,0,0
34634,9aed6b8b,0.0,12801.0,0,0,0,0,1,0
34635,b6231173,0.0,10897.0,0,0,1,0,0,0
34636,b841a667,0.0,2699.0,0,0,1,0,0,0
34637,7820d77e,0.0,8541.0,0,0,1,0,0,0
34638,c3bdd4b1,0.0,8541.0,0,0,1,0,0,1
34639,b180df20,0.0,7239.0,1,0,0,0,0,0
34640,d8ff2860,0.0,9356.0,0,0,1,0,0,0
34641,e45fd06b,0.0,9356.0,0,0,0,0,1,0
34642,f82bcb62,0.0,7336.0,0,0,1,0,0,0
34643,b57f309c,0.0,6649.0,0,1,0,0,0,1
34644,119f118c,0.0,2766.0,1,0,0,0,0,0
34645,828d2c80,0.0,0.0,0,0,0,0,1,0
34646,919f8918,0.0,6930.0,0,0,0,0,0,0
34647,c1d4c307,0.0,8415.0,0,0,0,0,0,0
34648,ae5fba05,0.0,6873.0,0,0,0,0,0,0
34649,7e835a03,0.0,10198.0,0,0,0,0,0,1
34650,224444e5,0.0,15383.0,1,0,0,0,0,0
34651,85a4b347,0.0,4621.0,0,0,1,1,0,0
34652,ec78b91a,0.0,9272.0,1,0,0,1,0,0
34653,d4666dd5,0.0,3191.0,0,0,1,0,1,0
34654,3541afab,0.0,9272.0,1,0,0,0,0,0
34655,7fc8492d,0.0,12520.0,0,0,0,0,1,0
34656,a566ef99,0.0,2723.0,0,0,0,0,0,0
34657,4a1fdec6,0.0,2766.0,1,0,0,0,0,0
34658,9d1a2e6a,0.0,3349.0,0,1,0,1,0,0
34659,4858040e,0.0,284.0,0,0,0,0,0,0
34660,d6288188,0.0,2830.0,0,0,0,1,0,0
34661,a9f97682,0.0,2766.0,1,0,0,0,0,0
34662,2e49a516,0.0,12534.0,0,0,0,0,0,0
34663,4619ce73,0.0,122.0,0,1,0,0,1,0
34664,73afa380,0.0,725.0,1,0,0,0,1,0
34665,a27ce7d1,0.0,12240.0,0,0,1,0,0,0
34666,d3e44371,0.0,123.0,0,1,0,0,1,0
34667,4be3ab21,0.0,2719.0,0,1,0,1,0,0
34668,f56f5127,0.0,10310.0,0,0,0,0,0,0
34669,7acb9ac8,0.0,123.0,0,1,0,0,0,0
34670,2fe955e3,0.0,8204.0,0,0,0,1,0,0
34671,95973535,0.0,3373.0,0,1,0,0,0,0
34672,5d628e1a,0.0,6411.0,1,0,0,0,0,0
34673,aea919dd,0.0,8443.0,1,0,0,0,1,0
34674,d10ceba9,0.0,7083.0,0,0,0,1,0,0
34675,d8041d25,0.0,15819.0,0,0,0,0,0,0
34676,455bd7aa,0.0,12507.0,0,0,0,0,0,0
34677,db83346c,0.0,2829.0,0,0,0,0,0,0
34678,ad2abff2,0.0,8330.0,1,0,0,1,0,0
34679,8de1b5ad,0.0,9973.0,0,0,1,0,0,0
34680,8f9738ab,0.0,6930.0,0,0,0,1,0,0
34681,1721b079,0.0,6875.0,0,0,0,0,0,0
34682,9bfe6c74,0.0,15383.0,1,0,0,1,0,0
34683,bf96ded5,0.0,8469.0,0,0,0,0,0,1
34684,76bceb34,0.0,2829.0,0,0,0,0,1,0
34685,aa4158ea,0.0,2702.0,1,0,0,0,0,1
34686,d350dc51,0.0,8443.0,1,0,0,1,0,0
34687,2dea161a,0.0,2766.0,1,0,0,0,0,0
34688,dc3af68d,0.0,6385.0,0,1,0,0,0,0
34689,9e4e3d71,0.0,893.0,1,0,0,0,0,0
34690,3cf63259,0.0,6875.0,0,0,0,1,0,0
34691,7c26526c,0.0,6371.0,0,0,1,0,0,0
34692,f0544a23,0.0,8261.0,0,0,0,0,1,0
34693,2412ae25,0.0,8525.0,0,0,0,0,0,0
34694,f38be638,0.0,9272.0,0,0,1,0,0,0
34695,d45d88dd,0.0,8191.0,0,0,0,0,1,0
34696,7df66786,0.0,3323.0,1,0,0,0,0,0
34697,54f33a39,0.0,10380.0,0,0,1,0,0,0
34698,b3b6460f,0.0,6649.0,0,1,0,0,0,0
34699,2b8717e2,0.0,12520.0,0,0,0,1,0,0
34700,489561de,0.0,290.0,0,0,1,1,0,0
34701,a09211f6,0.0,11934.0,1,0,0,0,1,0
34702,22da23d1,0.0,8442.0,1,0,0,0,0,0
34703,19072e65,0.0,6011.0,0,0,0,0,0,0
34704,63146fa0,0.0,2750.0,0,0,0,0,0,0
34705,6005d5c8,0.0,3347.0,0,1,0,0,0,0
34706,389e6a42,0.0,8992.0,0,0,0,0,0,0
34707,1ac683c2,0.0,9272.0,1,0,0,0,0,0
34708,024ceac4,0.0,3107.0,1,0,0,0,0,0
34709,d0fade91,0.0,8966.0,0,0,0,0,0,0
34710,38d6f6db,0.0,2710.0,0,1,0,0,0,0
34711,6dd3ff4a,0.0,5907.0,0,0,0,1,0,0
34712,4a217dd3,0.0,6371.0,0,0,1,0,0,0
34713,4564d864,0.0,10322.0,0,0,0,1,0,0
34714,f42a5c76,0.0,6985.0,0,0,0,0,0,0
34715,03042e4a,0.0,8964.0,0,0,0,1,0,0
34716,db2a631d,0.0,8415.0,0,0,0,0,0,0
34717,360809ea,0.0,11948.0,0,0,0,0,0,0
34718,9a62fea7,0.0,6440.0,0,0,1,0,0,0
34719,754aa1e6,0.0,15368.0,0,0,1,1,0,0
34720,7cf846c5,0.0,13418.0,1,0,0,1,0,0
34721,89cdb39b,0.0,10925.0,0,0,1,0,0,0
34722,fb3584c9,0.0,171.0,1,0,0,1,0,0
34723,5e4732cb,0.0,6023.0,0,0,1,0,0,0
34724,263b9bb0,0.0,6706.0,0,1,0,0,0,1
34725,2e9b25fd,0.0,2685.0,0,0,0,1,0,0
34726,fd98eee8,0.0,15368.0,0,0,1,0,0,0
34727,0c53d2f9,0.0,10294.0,0,0,0,0,1,0
34728,5fbac050,0.0,332.0,0,0,1,0,0,0
34729,696cd700,0.0,10198.0,0,0,0,0,0,1
34730,532dca66,0.0,3359.0,1,0,0,0,0,0
34731,c318dde3,0.0,2838.0,0,0,0,0,0,0
34732,5df21e3c,0.0,2829.0,0,0,0,0,0,0
34733,59433eea,0.0,6356.0,1,0,0,0,0,0
34734,c7bc277a,0.0,9944.0,0,0,0,0,0,0
34735,7d6b37ce,0.0,465.0,1,0,0,0,0,1
34736,fcb16561,0.0,6356.0,1,0,0,0,0,0
34737,fd7b6798,0.0,2839.0,1,0,0,0,1,0
34738,62354008,0.0,325.0,0,0,0,1,0,0
34739,26628be8,0.0,9272.0,1,0,0,1,0,0
34740,ed26f40e,0.0,11415.0,1,0,0,0,0,0
34741,38eaf939,0.0,6649.0,0,1,0,1,0,0
34742,7ba6ddd5,0.0,6314.0,1,0,0,1,0,0
34743,f7defc04,0.0,3348.0,0,1,0,0,1,0
34744,e60ddbdb,0.0,15368.0,0,0,1,0,0,0
34745,c6b54435,0.0,6929.0,0,0,0,1,0,0
34746,431644f7,0.0,6412.0,0,0,1,0,0,0
34747,1ea06dc4,0.0,3635.0,0,0,0,0,1,0
34748,890a88ab,0.0,2830.0,0,0,0,0,0,0
34749,0fbf429b,0.0,4559.0,0,1,0,0,0,1
34750,5e61153e,0.0,7001.0,0,0,0,0,0,0
34751,95ce16a8,0.0,2829.0,0,0,0,0,0,0
34752,e48f883b,0.0,10350.0,1,0,0,0,1,0
34753,fff1caee,0.0,10533.0,0,0,0,0,1,0
34754,ee77073b,0.0,11906.0,0,0,0,0,0,0
34755,3a4fb980,0.0,13166.0,1,0,0,1,0,0
34756,1b9369d4,0.0,6002.0,0,0,1,0,0,0
34757,127aee77,0.0,6023.0,0,0,1,0,0,0
34758,18c3bf8c,0.0,3324.0,1,0,0,0,0,0
34759,54fe15b4,0.0,8541.0,1,0,0,0,1,0
34760,ae2db644,0.0,9930.0,0,0,0,0,0,0
34761,467dff6b,0.0,8443.0,1,0,0,1,0,0
34762,02fe14e6,0.0,5457.0,0,0,0,1,0,0
34763,5f677ec2,0.0,506.0,1,0,0,0,0,0
34764,b992f90a,0.0,12746.0,0,0,0,0,0,0
34765,01c6281f,0.0,3371.0,0,0,0,0,0,0
34766,df0b571a,0.0,2751.0,1,0,0,0,0,1
34767,581793e1,0.0,8541.0,1,0,0,0,1,0
34768,f48ce8e5,0.0,6371.0,1,0,0,1,0,0
34769,725816cc,0.0,6874.0,0,0,0,0,0,0
34770,c3f761ad,0.0,2830.0,0,0,1,1,0,0
34771,acd3b423,0.0,1309.0,0,0,0,1,0,0
34772,416989dc,0.0,2840.0,0,0,1,0,0,0
34773,2b5e58c2,0.0,6413.0,1,0,0,0,0,1
34774,c6cac85e,0.0,6011.0,1,0,0,0,0,0
34775,475a0382,0.0,0.0,0,0,0,0,0,0
34776,65f8d9ca,0.0,2692.0,0,0,0,1,0,0
34777,681430e0,0.0,1406.0,0,0,0,0,0,1
34778,5f935f34,0.0,10295.0,0,0,0,0,1,0
34779,670b228e,0.0,179.0,0,1,0,0,1,0
34780,79300ec6,0.0,10224.0,0,0,1,0,0,0
34781,88eb3cec,0.0,12731.0,1,0,0,0,0,0
34782,e769f3f3,0.0,2699.0,0,0,0,0,0,0
34783,048e8a05,0.0,10337.0,0,0,0,0,0,0
34784,9b7dd05e,0.0,6250.0,0,0,0,0,0,0
34785,bf19dad2,0.0,7967.0,1,0,0,1,0,0
34786,669b69cd,0.0,6873.0,0,0,0,0,1,0
34787,88442e77,0.0,12788.0,0,0,0,1,0,0
34788,e9685f13,0.0,2839.0,0,0,0,1,0,0
34789,606f7b96,0.0,2721.0,0,1,0,1,0,0
34790,3fcfb175,0.0,2830.0,0,0,0,0,0,0
34791,6b4e599a,0.0,10898.0,1,0,0,0,0,0
34792,d68bb8f2,0.0,6023.0,0,0,1,0,1,0
34793,dd374a96,0.0,1317.0,0,0,1,1,0,0
34794,b67745ff,0.0,5907.0,0,0,0,0,0,0
34795,51f3a1ab,0.0,14296.0,1,0,0,0,0,0
34796,f2057bd1,0.0,3635.0,1,0,0,0,1,0
34797,1e01e801,0.0,6902.0,0,0,1,1,0,0
34798,7ae44551,0.0,3191.0,0,1,0,0,0,0
34799,873e1e8a,0.0,9930.0,0,0,0,1,0,0
34800,714f29f1,0.0,10896.0,0,0,1,0,0,0
34801,5a7fbf15,0.0,178.0,0,1,0,0,0,1
34802,d46f7efa,0.0,13180.0,1,0,0,0,0,0
34803,b6edde2e,0.0,2927.0,1,0,0,0,0,0
34804,8417f861,0.0,2750.0,0,0,0,0,1,0
34805,76ba1edb,0.0,11906.0,0,0,0,1,0,0
34806,4ea64469,0.0,2780.0,0,1,0,1,0,0
34807,b3d2c2da,0.0,325.0,0,0,0,1,0,0
34808,cae0471f,0.0,3299.0,0,0,1,0,0,0
34809,0e295dfd,0.0,8471.0,0,0,1,0,1,0
34810,464bd4c9,0.0,1341.0,0,0,1,0,0,0
34811,44f3f686,0.0,6370.0,0,0,1,0,0,0
34812,cfcccc8e,0.0,4884.0,1,0,0,1,0,0
34813,75283ab3,0.0,2820.0,1,0,0,1,0,0
34814,63a78aa5,0.0,1334.0,0,0,0,0,0,0
34815,24aaa37f,0.0,6875.0,0,0,0,0,1,0
34816,a3a0f234,0.0,3287.0,1,0,0,0,0,0
34817,59f8639b,0.0,305.0,0,0,1,1,0,0
34818,3b6a5df8,0.0,8483.0,0,0,1,1,0,0
34819,d70bb243,0.0,10434.0,1,0,0,0,0,0
34820,157a7e61,0.0,11948.0,0,0,0,0,0,0
34821,dee9f5e6,0.0,10854.0,0,0,1,1,0,0
34822,873a1000,0.0,4559.0,0,1,0,0,0,0
34823,5f61b57c,0.0,0.0,0,0,0,0,1,0
34824,25ec9fa8,0.0,8541.0,0,0,1,0,0,0
34825,aa56ef4a,0.0,9469.0,0,1,0,0,0,0
34826,cce727cc,0.0,10435.0,1,0,0,0,0,0
34827,3383b210,0.0,12730.0,0,0,0,0,0,1
34828,97f08a4e,0.0,2719.0,0,1,0,1,0,0
34829,230bbe62,0.0,8441.0,1,0,0,0,0,0
34830,72454074,0.0,6355.0,1,0,0,1,0,0
34831,4e26870b,0.0,9904.0,0,0,0,0,0,0
34832,22d33b71,0.0,8231.0,0,0,1,0,0,0
34833,ac72b7c0,0.0,8485.0,0,0,1,1,0,0
34834,07b9f8ae,0.0,10322.0,0,0,0,1,0,0
34835,3d80ad4d,0.0,10128.0,0,0,0,0,0,0
34836,f4447119,0.0,12758.0,1,0,0,1,0,0
34837,f204b340,0.0,13276.0,0,0,0,0,0,0
34838,85750e6b,0.0,10868.0,1,0,0,0,0,0
34839,ab9ea2aa,0.0,6371.0,0,0,1,0,1,0
34840,4db49056,0.0,2831.0,0,0,1,0,1,0
34841,3d549e56,0.0,6468.0,0,0,1,0,1,0
34842,512e8d31,0.0,5907.0,0,0,0,1,0,0
34843,fa48a6f3,0.0,11920.0,0,0,0,0,0,0
34844,93f1e287,0.0,6356.0,1,0,0,1,0,0
34845,2de73845,0.0,725.0,1,0,0,0,0,0
34846,cf623493,0.0,3359.0,1,0,0,0,0,1
34847,dc7c7720,0.0,725.0,1,0,0,1,0,0
34848,bb76bbe7,0.0,10812.0,0,0,1,0,1,0
34849,c64cfcca,0.0,6581.0,0,0,0,0,0,0
34850,c5272573,0.0,10351.0,1,0,0,0,1,0
34851,b5867c8f,0.0,12520.0,0,0,0,1,0,0
34852,f55d1480,0.0,8541.0,0,0,1,0,0,0
34853,d032fa96,0.0,6413.0,0,0,1,1,0,0
34854,59978275,0.0,1325.0,0,0,0,1,0,0
34855,e2169df6,0.0,6023.0,0,0,1,0,0,0
34856,189f09a7,0.0,8443.0,1,0,0,0,0,0
34857,c824188c,0.0,1381.0,0,0,0,0,0,0
34858,2631cf96,0.0,2820.0,0,0,1,0,1,0
34859,cfff1420,0.0,9274.0,1,0,0,0,0,0
34860,fb556bbc,0.0,10086.0,0,0,0,0,0,0
34861,a4cd7205,0.0,10114.0,0,0,0,0,0,1
34862,72dbab34,0.0,11948.0,0,0,0,0,0,0
34863,3bcab77a,0.0,480.0,0,0,0,0,1,0
34864,3be53d34,0.0,8950.0,0,0,1,1,0,0
34865,953987fd,0.0,6581.0,0,0,0,0,0,0
34866,8bc7a5e4,0.0,2719.0,0,1,0,0,0,1
34867,d41f2721,0.0,10406.0,0,0,0,0,1,0
34868,e25cbac3,0.0,3275.0,1,0,0,1,0,0
34869,42107bdd,0.0,1374.0,0,0,0,0,0,0
34870,261f4448,0.0,7000.0,0,0,0,0,0,0
34871,15e9bb3b,0.0,6663.0,0,1,0,1,0,0
34872,5a5d908f,0.0,6371.0,0,0,1,0,0,0
34873,d8978fe2,0.0,2832.0,1,0,0,1,0,0
34874,a6e8faa5,0.0,9342.0,0,0,1,0,0,0
34875,60b9e6e0,0.0,9036.0,0,0,0,1,0,0
34876,56023318,0.0,8964.0,0,0,0,0,0,1
34877,ffb46215,0.0,2740.0,1,0,0,0,0,0
34878,41a2ee13,0.0,8259.0,0,0,1,0,0,0
34879,1254aa9c,0.0,8429.0,0,1,0,0,0,0
34880,f1386db3,0.0,10393.0,0,0,0,0,0,0
34881,3b900457,0.0,2693.0,1,0,0,0,0,0
34882,1b8f91cb,0.0,3347.0,0,0,1,0,0,0
34883,073e697a,0.0,5904.0,0,0,0,0,0,1
34884,72043e51,0.0,9286.0,0,0,1,0,1,0
34885,3524a988,0.0,13276.0,0,0,0,0,0,0
34886,60788bfd,0.0,325.0,0,0,0,0,1,0
34887,4a6c054f,0.0,6413.0,0,0,1,1,0,0
34888,6580372b,0.0,6371.0,0,0,1,0,0,0
34889,f35738a3,0.0,6413.0,0,0,1,0,1,0
34890,f21cb00c,0.0,6371.0,0,0,1,0,0,0
34891,ff75c1b0,0.0,6580.0,0,0,0,0,1,0
34892,b67a5182,0.0,2840.0,0,0,1,0,0,0
34893,32d1530b,0.0,12606.0,0,1,0,0,0,0
34894,247b20ac,0.0,6929.0,0,0,0,1,0,0
34895,87ed7f83,0.0,9036.0,0,0,0,1,0,0
34896,9b0bcaeb,0.0,7253.0,0,0,1,1,0,0
34897,05a5137c,0.0,10462.0,1,0,0,0,0,0
34898,b2b06807,0.0,10463.0,1,0,0,0,0,0
34899,eac63972,0.0,7183.0,0,0,1,0,0,0
34900,44c8d94f,0.0,725.0,1,0,0,0,0,0
34901,2d40779d,0.0,325.0,0,0,0,0,1,0
34902,42662d1a,0.0,10854.0,0,0,1,0,0,0
34903,e9c7953c,0.0,7321.0,1,0,0,0,0,0
34904,fc371f7d,0.0,1317.0,0,0,0,0,1,0
34905,bd7aec3e,0.0,283.0,1,0,0,1,0,0
34906,f8b80f26,0.0,290.0,0,0,1,0,1,0
34907,5006f5c9,0.0,9342.0,0,0,1,0,0,0
34908,c9a25be4,0.0,325.0,0,0,0,0,1,0
34909,a4a22736,0.0,8611.0,1,0,0,0,0,0
34910,57c7cd33,0.0,11710.0,0,0,0,1,0,0
34911,19065c8c,0.0,2839.0,0,0,0,0,0,1
34912,08cb481e,0.0,6413.0,0,0,1,0,0,0
34913,67548523,0.0,0.0,0,0,0,1,0,0
34914,5c3bff7d,0.0,10407.0,0,0,0,0,0,0
34915,ba92951c,0.0,6355.0,1,0,0,1,0,0
34916,599a1016,0.0,6023.0,0,0,1,0,0,0
34917,4919e8ba,0.0,9930.0,0,0,0,0,0,0
34918,03edef0c,0.0,6934.0,0,0,0,1,0,0
34919,6d40f44d,0.0,6934.0,0,0,0,1,0,0
34920,234a1b9a,0.0,9945.0,0,0,0,0,0,0
34921,11e6fa50,0.0,12744.0,1,0,0,0,0,0
34922,6743db66,0.0,10113.0,0,0,1,0,1,0
34923,322a6e62,0.0,725.0,1,0,0,0,0,0
34924,a2d45a24,0.0,10336.0,0,0,0,1,0,0
34925,b20d30cf,0.0,725.0,1,0,0,0,0,0
34926,a544f461,0.0,8191.0,0,0,0,0,0,0
34927,33b84428,0.0,725.0,1,0,0,0,0,0
34928,6e1f8950,0.0,2838.0,0,0,0,0,0,0
34929,ce74f0dc,0.0,2718.0,0,1,0,0,0,0
34930,7ac8a071,0.0,2833.0,0,0,0,1,0,0
34931,c7f3a594,0.0,9316.0,0,0,1,0,0,0
34932,7b0a47b6,0.0,417.0,1,0,0,0,0,0
34933,fc9f6676,0.0,15383.0,1,0,0,1,0,0
34934,cb446336,0.0,2812.0,0,1,0,1,0,0
34935,ebef39f9,0.0,10407.0,0,0,0,0,0,0
34936,7ac9446f,0.0,3371.0,0,0,1,0,1,0
34937,fe13802e,0.0,2845.0,1,0,0,1,0,0
34938,df76e102,0.0,12746.0,0,0,0,0,1,0
34939,def11cc7,0.0,10240.0,0,0,1,0,0,1
34940,54df0d3b,0.0,12550.0,0,0,0,0,0,1
34941,b8a4dd8d,0.0,325.0,0,0,0,1,0,0
34942,0ec2cefe,0.0,8441.0,1,0,0,0,1,0
34943,42061f82,0.0,12746.0,0,0,0,1,0,0
34944,b26f2c80,0.0,3131.0,1,0,0,0,1,0
34945,4969d7bc,0.0,2694.0,0,0,0,0,0,1
34946,7555af5f,0.0,8931.0,0,1,0,1,0,0
34947,31ff3340,0.0,13249.0,1,0,0,0,0,0
34948,8f33bdec,0.0,1342.0,0,0,1,0,0,0
34949,b23e2150,0.0,2829.0,0,0,0,1,0,0
34950,c2bbc837,0.0,6356.0,1,0,0,0,1,0
34951,64fe2656,0.0,2699.0,0,0,0,1,0,0
34952,d711518c,0.0,1357.0,0,0,1,0,1,0
34953,93b89453,0.0,10296.0,0,0,0,1,0,0
34954,66aea18a,0.0,10938.0,1,0,0,0,0,0
34955,fcba8c23,0.0,11948.0,1,0,0,0,0,0
34956,9a85c812,0.0,318.0,0,0,0,0,0,0
34957,9f776154,0.0,6257.0,0,0,0,1,0,0
34958,035be698,0.0,12508.0,1,0,0,0,0,0
34959,77aa0d26,0.0,5016.0,0,0,0,0,0,0
34960,fd8bc27c,0.0,3107.0,1,0,0,1,0,0
34961,a89c9cde,0.0,3659.0,0,0,0,0,0,0
34962,a930cb14,0.0,6875.0,0,0,0,0,0,0
34963,4118be94,0.0,10953.0,0,0,0,0,0,0
34964,0f312684,0.0,318.0,0,0,0,1,0,0
34965,a4e40324,0.0,6011.0,0,0,0,0,0,0
34966,dec96a2d,0.0,9302.0,1,0,0,0,0,0
34967,8094e117,0.0,6371.0,0,0,1,0,0,0
34968,a3a339fa,0.0,814.0,1,0,0,0,0,0
34969,e11696d2,0.0,318.0,0,0,0,0,0,1
34970,d1a1a0a4,0.0,7658.0,1,0,0,0,1,0
34971,769788f4,0.0,3299.0,0,0,1,0,0,0
34972,aa9fbc33,0.0,15383.0,1,0,0,0,0,0
34973,dbdc4eb8,0.0,1317.0,0,0,1,0,0,0
34974,be996fb7,0.0,1325.0,0,0,0,0,0,1
34975,1b9402e3,0.0,12772.0,1,0,0,0,0,0
34976,514c012a,0.0,6929.0,0,0,0,0,0,0
34977,d5314abf,0.0,12242.0,0,0,1,0,1,0
34978,52d78fb8,0.0,9400.0,1,0,0,0,0,1
34979,f47afe28,0.0,6001.0,0,0,0,1,0,0
34980,e1e526f0,0.0,7965.0,1,0,0,0,1,0
34981,b0b95acf,0.0,291.0,0,0,1,0,0,0
34982,f0e89575,0.0,6371.0,0,0,1,0,0,0
34983,d4002478,0.0,6874.0,0,0,0,0,1,0
34984,f65f7b13,0.0,6371.0,0,0,1,0,1,0
34985,8e644aec,0.0,10322.0,0,0,0,1,0,0
34986,75d9270b,0.0,6371.0,0,0,1,0,0,0
34987,05473316,0.0,6011.0,0,0,0,1,0,0
34988,4df00f33,0.0,6001.0,0,0,0,1,0,0
