person,Frecuencia
bbf9bc19,Nunca
bbfce1eb,Nunca
bbfe3351,Nunca
bbfe7493,Nunca
bc00f796,Nunca
bc030a03,Nunca
bc03c1d6,Nunca
bc05574b,Nunca
bc066ce7,Esporadico
bc084a47,Esporadico
bc08bc60,Nunca
bc093937,Frecuente
bc16b547,Nunca
bc1a0e8f,Nunca
bc1a5ba9,Nunca
bc1b7082,Nunca
bc216e22,Nunca
bc217f0c,Nunca
bc2808b4,Casi nunca
bc28100a,Nunca
bc2bab49,Nunca
bc2e63de,Nunca
bc31892b,Nunca
bc32c9d4,Nunca
bc331060,Nunca
bc335dcd,Nunca
bc33d673,Nunca
bc343afc,Nunca
bc35fa46,Nunca
bc383cb1,Nunca
bc3877b5,Nunca
bc3c0b70,Nunca
bc3f27c8,Nunca
bc4487c3,Nunca
bc48a0cd,Nunca
bc4b88ed,Nunca
bc4c2d65,Nunca
bc526324,Nunca
bc535ecc,Nunca
bc53a2c9,Nunca
bc54f10f,Nunca
bc555b42,Nunca
bc55a91d,Nunca
bc58767b,Nunca
bc5a7608,Nunca
bc5b2d6e,Nunca
bc5c6c62,Nunca
bc5d1a48,Nunca
bc5e4954,Nunca
bc5fd5e3,Nunca
bc61e213,Nunca
bc62bc70,Casi nunca
bc65893d,Nunca
bc65a077,Nunca
bc660064,Nunca
bc6e4016,Nunca
bc706a35,Nunca
bc72e648,Nunca
bc74ab61,Nunca
bc76530b,Nunca
bc76dd18,Nunca
bc7963cd,Casi nunca
bc83269c,Nunca
bc84e308,Nunca
bc84fa34,Nunca
bc850ce9,Nunca
bc865fc6,Nunca
bc86c9c6,Nunca
bc88d8d3,Nunca
bc895c4e,Nunca
bc89a68e,Nunca
bc8c5b31,Nunca
bc906bed,Nunca
bc945ece,Nunca
bc96452b,Nunca
bc976a5f,Nunca
bc9aa58e,Nunca
bca0b73b,Nunca
bca0e094,Nunca
bca31124,Nunca
bca4d968,Nunca
bca6a10d,Nunca
bcae6812,Nunca
bcaf4373,Nunca
bcb58574,Nunca
bcb6098c,Nunca
bcb8c2fd,Nunca
bcba1238,Nunca
bcba64d2,Nunca
bcbb0e45,Nunca
bcbc104c,Nunca
bcbe1af4,Nunca
bcc0eb89,Nunca
bcc15e83,Nunca
bcc7ec9a,Nunca
bcca7191,Nunca
bccb08e3,Nunca
bccb795c,Frecuente
bcd04f13,Frecuente
bcd14021,Nunca
bcd2077f,Nunca
bcd53b91,Nunca
bcdb3aef,Nunca
bcdd3829,Nunca
bcde1e88,Nunca
bcde231b,Nunca
bcdfeff5,Frecuente
bce21dc5,Nunca
bce4a676,Nunca
bcebde62,Nunca
bceebdd1,Esporadico
bcef5218,Nunca
bcef69a7,Nunca
bcf13152,Nunca
bcf53c40,Nunca
bcf6233c,Esporadico
bcf6433a,Nunca
bcf967bb,Nunca
bcf9afb2,Nunca
bd02edd1,Nunca
bd071676,Nunca
bd0c17a2,Nunca
bd0c469f,Esporadico
bd1454ab,Nunca
bd1647f2,Nunca
bd17e977,Nunca
bd190f6b,Nunca
bd19b751,Nunca
bd19dab8,Nunca
bd1b7310,Frecuente
bd1c243c,Nunca
bd1d91aa,Esporadico
bd1e96d1,Nunca
bd1fc274,Nunca
bd20653e,Nunca
bd207957,Nunca
bd20a656,Nunca
bd20c4e1,Nunca
bd21e46c,Nunca
bd27976e,Nunca
bd2b9e0e,Frecuente
bd2d8a93,Nunca
bd2e328a,Nunca
bd30d72d,Nunca
bd3d0ff3,Nunca
bd3d1c48,Casi nunca
bd3e545e,Nunca
bd41f8f4,Frecuente
bd434043,Nunca
bd438105,Frecuente
bd442c14,Esporadico
bd449df7,Nunca
bd44abc3,Nunca
bd48ad50,Nunca
bd4a993a,Nunca
bd4bd603,Nunca
bd4bf94c,Nunca
bd4e4473,Nunca
bd52fb74,Nunca
bd55b86e,Nunca
bd5a0d6a,Nunca
bd5b4e99,Nunca
bd5e0c05,Nunca
bd5efd55,Nunca
bd608de6,Nunca
bd623c33,Nunca
bd62ba8d,Esporadico
bd706d4e,Nunca
bd72c700,Nunca
bd76f43a,Nunca
bd7ad8e4,Frecuente
bd7ae4e7,Nunca
bd7aec3e,Nunca
bd7cc5f6,Nunca
bd7d5bef,Frecuente
bd7efc16,Nunca
bd7f00d0,Nunca
bd803114,Nunca
bd806bd5,Esporadico
bd8296ef,Frecuente
bd83c9fa,Nunca
bd85582a,Nunca
bd860355,Nunca
bd86ac65,Nunca
bd879b6a,Nunca
bd87db6c,Esporadico
bd884741,Nunca
bd89895b,Nunca
bd8b00a0,Nunca
bd8c5e3a,Nunca
bd8c6561,Nunca
bd8dd43a,Esporadico
bd8ff59a,Nunca
bd91dd6f,Nunca
bd91e98b,Nunca
bd928f76,Nunca
bd93f387,Nunca
bd94ef51,Nunca
bd94f538,Nunca
bd96fa12,Nunca
bd9afcce,Nunca
bd9b04b3,Nunca
bd9e5d6f,Nunca
bda04a0d,Nunca
bda07a93,Nunca
bda6f1ec,Nunca
bda973d3,Nunca
bda9ca35,Nunca
bdab0a4e,Nunca
bdb20225,Nunca
bdb313ea,Nunca
bdb3858f,Nunca
bdb71850,Nunca
bdbaa221,Nunca
bdbec958,Nunca
bdc0738e,Nunca
bdc0990d,Nunca
bdc31ed6,Nunca
bdc5c44d,Nunca
bdcafb77,Nunca
bdcc21e0,Nunca
bdcc4887,Nunca
bdcd65de,Frecuente
bdcea628,Nunca
bdd05d48,Nunca
bdd10859,Nunca
bdd23ab2,Nunca
bdd2a206,Nunca
bdd30db7,Nunca
bdd427bf,Nunca
bdd631ce,Nunca
bdd96078,Nunca
bdde0227,Nunca
bddec41a,Frecuente
bde00913,Nunca
bde0c1fa,Nunca
bde2363f,Nunca
bde32d24,Nunca
bde58957,Nunca
bde9fbef,Nunca
bdeb470f,Nunca
bdeddded,Nunca
bdf0aebe,Nunca
bdf1be2a,Nunca
bdf26a73,Nunca
bdf26b0b,Nunca
bdf2be21,Nunca
bdf2c3e6,Nunca
bdf34d86,Nunca
bdf4840d,Nunca
bdf48fdb,Nunca
bdf4a467,Nunca
bdf5b928,Nunca
bdfa152b,Nunca
bdfd4d1d,Nunca
be0039e9,Nunca
be009232,Nunca
be0202ff,Nunca
be042f05,Casi nunca
be048d42,Nunca
be049694,Casi nunca
be05172f,Nunca
be06e5cb,Nunca
be083e63,Nunca
be0ad131,Nunca
be0bd0c0,Esporadico
be0d9691,Nunca
be0e0151,Nunca
be0e03b5,Nunca
be0e7fb7,Nunca
be11ecbf,Nunca
be127e88,Nunca
be185228,Nunca
be186898,Nunca
be194d9d,Nunca
be1a8730,Nunca
be1cf105,Nunca
be1fb739,Nunca
be22f702,Nunca
be28950c,Nunca
be2b745c,Nunca
be2c11e5,Nunca
be2c323a,Nunca
be2e2611,Nunca
be2feef0,Esporadico
be32e904,Nunca
be391f43,Nunca
be3aad4e,Nunca
be3b21fa,Nunca
be3fa82b,Esporadico
be4178c9,Nunca
be42d70b,Esporadico
be43e600,Nunca
be456e43,Nunca
be459921,Esporadico
be45be7f,Nunca
be471d57,Nunca
be47da12,Nunca
be490e92,Nunca
be4ad6ba,Nunca
be4c049c,Nunca
be4cd102,Nunca
be4f495f,Frecuente
be4f93d5,Nunca
be51636d,Nunca
be53249c,Nunca
be53333f,Nunca
be553ffe,Nunca
be5576a7,Nunca
be57abf7,Nunca
be5bff5c,Nunca
be5c219e,Nunca
be5d0939,Frecuente
be6166cc,Nunca
be61d442,Nunca
be629f6b,Nunca
be62ad6d,Nunca
be646cc9,Esporadico
be6513d7,Nunca
be66b27c,Nunca
be6cefc4,Nunca
be7453a9,Nunca
be74b3e1,Esporadico
be759c9c,Nunca
be7835dc,Nunca
be78fd92,Nunca
be7a23b6,Nunca
be7a53e0,Frecuente
be7ac2c6,Nunca
be7fe345,Nunca
be80c9c4,Nunca
be80da6a,Frecuente
be87e3fd,Nunca
be883ae7,Nunca
be89369e,Nunca
be8c75e8,Nunca
be8c7b07,Nunca
be8ef1b1,Nunca
be8ffa88,Frecuente
be9956ba,Nunca
be996fb7,Nunca
be9c1bd4,Nunca
be9c9876,Nunca
be9d8d97,Casi nunca
be9ebc4c,Nunca
be9f32a3,Nunca
bea1bf99,Nunca
bea1ccac,Nunca
bea3215e,Nunca
bea85960,Nunca
bea8b75d,Nunca
bea93915,Nunca
beab1d1c,Nunca
bead554e,Esporadico
bead8a58,Nunca
beb23d71,Nunca
beb282da,Nunca
beb49efe,Nunca
beb4f6a3,Frecuente
beb567aa,Nunca
beb786a3,Nunca
beb9dc72,Nunca
bec78ebc,Nunca
bec7fd86,Nunca
bec89603,Nunca
beca33ae,Esporadico
becba4d1,Nunca
becfcdae,Casi nunca
bed17613,Nunca
bed43680,Nunca
bed89397,Nunca
bedbc647,Nunca
bedd148e,Nunca
beddb27f,Nunca
bee01672,Nunca
bee1011a,Nunca
bee10246,Nunca
bee379e8,Nunca
bee59279,Frecuente
beeaa40a,Nunca
beeaee97,Nunca
beebb1c5,Nunca
beee3212,Frecuente
bef0ce81,Nunca
bef46293,Nunca
bef5ace9,Nunca
bef685b9,Nunca
bef78f5f,Nunca
befb1a5c,Nunca
befb8397,Nunca
befd38f5,Nunca
beffb6e1,Nunca
bf0521e7,Nunca
bf06445b,Nunca
bf07705a,Nunca
bf0c8fb2,Casi nunca
bf0cc165,Nunca
bf0cce17,Nunca
bf0fa7d4,Nunca
bf120159,Nunca
bf12e634,Nunca
bf150b8e,Nunca
bf15584a,Casi nunca
bf15da4b,Nunca
bf183490,Nunca
bf18797e,Nunca
bf19dad2,Nunca
bf1ad04c,Nunca
bf1b88b7,Frecuente
bf1dcabe,Nunca
bf1ec5cb,Nunca
bf247bb8,Frecuente
bf25083e,Nunca
bf282b8d,Nunca
bf28cba2,Nunca
bf2a7d26,Nunca
bf2d86bb,Nunca
bf2ecd1d,Esporadico
bf2ee818,Nunca
bf311da0,Nunca
bf33fa39,Nunca
bf36fd6a,Nunca
bf37c759,Nunca
bf37dc2f,Nunca
bf3d9136,Esporadico
bf3da248,Nunca
bf405a6b,Frecuente
bf440e99,Nunca
bf46c410,Nunca
bf477f9b,Nunca
bf4bdecb,Nunca
bf50dedb,Nunca
bf592d3c,Nunca
bf5c842e,Nunca
bf5d5c7e,Nunca
bf5ee9a3,Nunca
bf613822,Esporadico
bf6338c4,Esporadico
bf64ee62,Nunca
bf66b0de,Frecuente
bf6d13b9,Nunca
bf6f1c2f,Nunca
bf703f51,Nunca
bf70690f,Nunca
bf707517,Nunca
bf70a662,Nunca
bf72d3a4,Nunca
bf7365e2,Frecuente
bf737d9f,Nunca
bf74952e,Nunca
bf77def4,Nunca
bf781f18,Nunca
bf79086c,Nunca
bf79bbc1,Nunca
bf7a0428,Nunca
bf7baac6,Casi nunca
bf7e5ffb,Nunca
bf7f8e0c,Nunca
bf7fb6d5,Nunca
bf7fcbfa,Nunca
bf83b2cf,Nunca
bf85fe9e,Nunca
bf860f50,Nunca
bf88c76e,Casi nunca
bf8d62a1,Nunca
bf8ff8f2,Nunca
bf9539f0,Nunca
bf9557ea,Nunca
bf958492,Esporadico
bf9667e0,Nunca
bf967b74,Esporadico
bf96ded5,Nunca
bf99594f,Nunca
bf9a77a8,Nunca
bf9b1017,Nunca
bfa54157,Nunca
bfa6dcd9,Nunca
bfaae11f,Nunca
bfabd778,Nunca
bfaf3bcd,Nunca
bfb05b31,Nunca
bfb21940,Nunca
bfb28c2c,Nunca
bfb74b38,Nunca
bfb797ca,Nunca
bfb9191f,Nunca
bfb92da2,Nunca
bfbb4efc,Nunca
bfbf62ea,Nunca
bfc3e505,Nunca
bfc46387,Nunca
bfc539e0,Nunca
bfc5d5d6,Esporadico
bfc5de27,Nunca
bfc6494e,Frecuente
bfc84c4f,Nunca
bfca5913,Frecuente
bfcb90d7,Nunca
bfcd236e,Nunca
bfd13588,Nunca
bfd1e5fa,Nunca
bfd27a39,Nunca
bfd2e65e,Esporadico
bfd87942,Nunca
bfd8f6c6,Nunca
bfde32bc,Nunca
bfe0c607,Nunca
bfe3f42e,Nunca
bfe7d845,Nunca
bfe85a27,Frecuente
bfe85e5b,Nunca
bfea12e9,Nunca
bfee020e,Nunca
bfeecde0,Frecuente
bff0186c,Nunca
bff05c9a,Nunca
bff274cd,Nunca
bff2faac,Nunca
bff3ba8e,Nunca
bff83fe5,Nunca
bff8c5d9,Esporadico
bff9eaf3,Esporadico
bffac138,Nunca
bffb8a41,Nunca
bffc2535,Nunca
c000a5e5,Nunca
c001bb40,Frecuente
c001fadc,Nunca
c0031596,Nunca
c0061a04,Nunca
c009c8ae,Nunca
c009fedf,Nunca
c00c361f,Nunca
c00caec9,Nunca
c00ef98c,Nunca
c01131ff,Nunca
c01386bc,Nunca
c0141d8b,Nunca
c01508f1,Nunca
c01b8880,Frecuente
c01ba236,Nunca
c01bc46a,Esporadico
c01c9441,Nunca
c01dcd4f,Nunca
c01e644a,Nunca
c01edd97,Nunca
c0203a1e,Esporadico
c02708e1,Nunca
c02c5e56,Frecuente
c02c70e0,Casi nunca
c02d2f5b,Nunca
c0320243,Nunca
c033b249,Nunca
c03636c8,Nunca
c039403f,Nunca
c03b989d,Nunca
c03c1dc1,Nunca
c04088aa,Nunca
c041a598,Nunca
c04229e6,Casi nunca
c04421c1,Nunca
c0451ac3,Nunca
c04879fa,Nunca
c04d4a65,Nunca
c04d8bce,Nunca
c0508995,Nunca
c050e676,Frecuente
c0511e31,Esporadico
c053da03,Nunca
c05442c5,Nunca
c0570170,Esporadico
c0579c08,Nunca
c057c2de,Nunca
c057f905,Nunca
c05b2982,Nunca
c05df604,Nunca
c05e08b8,Esporadico
c05e97b1,Nunca
c0600bf5,Nunca
c061bc22,Esporadico
c065014b,Frecuente
c0655838,Nunca
c0699030,Nunca
c06beb5f,Nunca
c0700b6f,Nunca
c07189c6,Nunca
c071a38e,Nunca
c0722ca7,Nunca
c07339e1,Nunca
c0747f1f,Nunca
c0747f68,Nunca
c076f6ad,Nunca
c0773975,Nunca
c077f888,Nunca
c07a5cdd,Nunca
c07ad04a,Nunca
c07c7a0f,Nunca
c07d05f9,Nunca
c07d4ba9,Nunca
c07d5330,Nunca
c080e6b4,Casi nunca
c0816734,Nunca
c08762c3,Nunca
c08c4449,Frecuente
c08ccce7,Nunca
c090277b,Esporadico
c091da94,Nunca
c095563f,Nunca
c09562a1,Nunca
c09e2b10,Nunca
c0a34e20,Nunca
c0a3fde9,Frecuente
c0a5519c,Nunca
c0a66964,Nunca
c0a6b74e,Nunca
c0a73025,Nunca
c0aa2595,Esporadico
c0ac5517,Nunca
c0ae31b7,Nunca
c0b11fe7,Nunca
c0b22598,Nunca
c0b3e453,Nunca
c0b97cb5,Nunca
c0b98fb4,Nunca
c0b9e3cb,Nunca
c0c10649,Casi nunca
c0c339d5,Nunca
c0c4be48,Frecuente
c0c68241,Nunca
c0c7079f,Nunca
c0c9f075,Nunca
c0cf8a7e,Nunca
c0cfb872,Frecuente
c0d00edf,Nunca
c0d047d7,Nunca
c0d1ca42,Nunca
c0d2c86c,Casi nunca
c0d6e9c3,Nunca
c0d6fbde,Nunca
c0d7ffd9,Nunca
c0d9de60,Nunca
c0df3abc,Nunca
c0df5dd7,Nunca
c0df9e08,Esporadico
c0dfa532,Nunca
c0e38d0b,Nunca
c0e44bb0,Nunca
c0e715b8,Nunca
c0e9e3ba,Nunca
c0ea203b,Nunca
c0eaa6ed,Nunca
c0ebc92b,Nunca
c0ef98e6,Nunca
c0f09dec,Nunca
c0f19fc4,Nunca
c0f2beb1,Nunca
c0f62b26,Nunca
c0f66132,Nunca
c0f85be4,Nunca
c0fe676e,Nunca
c0ff7679,Nunca
c1010c6d,Nunca
c1017d65,Esporadico
c101825a,Frecuente
c1031e45,Nunca
c104bc78,Frecuente
c10682c0,Esporadico
c1091dbe,Nunca
c1093189,Nunca
c10a2db1,Nunca
c10d642a,Nunca
c10db519,Nunca
c10efdb1,Nunca
c10f7d8c,Nunca
c1105568,Nunca
c11b631b,Nunca
c11d3134,Casi nunca
c12009e0,Nunca
c1235e67,Nunca
c12446ed,Nunca
c1251088,Nunca
c127eb65,Nunca
c128167e,Casi nunca
c12a5e9f,Nunca
c12b5d09,Nunca
c12d9388,Nunca
c12ff4ee,Nunca
c1302c58,Nunca
c1326d64,Nunca
c1336536,Esporadico
c133d192,Nunca
c134e3be,Nunca
c1359ca3,Nunca
c135a558,Nunca
c137d7e1,Nunca
c1382137,Nunca
c13d84a8,Frecuente
c13dcf49,Esporadico
c1423da1,Frecuente
c143a39e,Nunca
c148d0fc,Nunca
c1494f44,Nunca
c14bd134,Nunca
c14e0acc,Esporadico
c14fd57d,Nunca
c1505773,Nunca
c152674e,Nunca
c1568c39,Nunca
c158279c,Nunca
c1589c15,Nunca
c1598c99,Nunca
c1599a1a,Nunca
c15a2bfd,Nunca
c15ec1b7,Nunca
c1622349,Nunca
c162cdb5,Nunca
c16c84bd,Nunca
c16f3255,Frecuente
c170b1ce,Nunca
c17299d4,Nunca
c179c369,Frecuente
c179dfe6,Nunca
c1810c2d,Nunca
c18f7245,Esporadico
c1922aab,Nunca
c1924a0e,Esporadico
c1933643,Nunca
c19671ea,Nunca
c19a2523,Nunca
c1a1d786,Nunca
c1a327a3,Nunca
c1a581ee,Nunca
c1a5d12f,Nunca
c1a63398,Frecuente
c1a949c7,Nunca
c1aa51d5,Esporadico
c1aea85e,Casi nunca
c1b26057,Nunca
c1b502a4,Nunca
c1b7f0d1,Nunca
c1b84f8d,Nunca
c1baa617,Nunca
c1bd9f72,Nunca
c1befeef,Nunca
c1c04855,Nunca
c1c057ee,Nunca
c1c2e831,Nunca
c1c4825c,Nunca
c1c54fc8,Nunca
c1c744ba,Nunca
c1ca58f1,Nunca
c1cbbc11,Nunca
c1ccaee4,Nunca
c1ce8fe8,Nunca
c1d2eaa9,Nunca
c1d4c307,Nunca
c1d58a83,Nunca
c1d5e912,Nunca
c1d6434d,Nunca
c1d6991e,Frecuente
c1d911ed,Nunca
c1d982f1,Nunca
c1d99fe2,Nunca
c1da9089,Nunca
c1dc5569,Nunca
c1dfb59e,Nunca
c1dfe2a1,Nunca
c1e282be,Nunca
c1e4f699,Nunca
c1e54f15,Nunca
c1e76d37,Nunca
c1e8829b,Nunca
c1e92928,Frecuente
c1eb47ef,Nunca
c1ec6bba,Nunca
c1ee649f,Frecuente
c1f05daf,Nunca
c1f0b9a1,Nunca
c1f16ff2,Nunca
c1f20185,Nunca
c1f25866,Nunca
c1f63f46,Frecuente
c1f914f0,Nunca
c1f98d20,Nunca
c1fc3f49,Nunca
c1fde52c,Nunca
c203f136,Nunca
c204a9f5,Nunca
c2072f3b,Nunca
c20c43e6,Nunca
c20e71bd,Nunca
c213125f,Nunca
c213b17c,Nunca
c2158104,Nunca
c2159c8f,Nunca
c2181a11,Frecuente
c218a3af,Nunca
c21960cb,Nunca
c21fe110,Esporadico
c2213021,Nunca
c2241650,Nunca
c22850b2,Nunca
c22a296a,Nunca
c22a5f52,Nunca
c22ce98a,Nunca
c22d980d,Nunca
c22f2174,Nunca
c2312c9f,Nunca
c2340e2f,Nunca
c23a6095,Nunca
c23ebf25,Nunca
c241b1ba,Nunca
c242e14e,Frecuente
c2473a93,Nunca
c247ccd0,Nunca
c24b27b6,Nunca
c24ececa,Nunca
c25938a5,Nunca
c2596def,Nunca
c25a8b44,Nunca
c25f7b75,Nunca
c25f82e7,Nunca
c25fb0ad,Nunca
c260fe0f,Nunca
c2641b41,Nunca
c26498b6,Esporadico
c264a60d,Nunca
c2659e88,Nunca
c2667901,Nunca
c266d343,Nunca
c267ba32,Nunca
c2686cf1,Nunca
c26cc685,Nunca
c26ccade,Nunca
c26ead3a,Nunca
c2720c31,Nunca
c275534c,Nunca
c2757d5a,Nunca
c2769a5c,Nunca
c2771647,Esporadico
c277cafb,Nunca
c27912c2,Nunca
c27bb569,Nunca
c27f525a,Nunca
c2832cfb,Nunca
c288a0dc,Casi nunca
c288cd85,Nunca
c2892281,Nunca
c28ab70f,Nunca
c28b49d1,Nunca
c28dee9f,Nunca
c292c287,Nunca
c293099c,Nunca
c293d66e,Nunca
c29576f8,Nunca
c2992334,Nunca
c2993197,Nunca
c299808f,Nunca
c29f58e0,Nunca
c29f7aab,Esporadico
c2a464e5,Nunca
c2a4c7a2,Nunca
c2aa3805,Nunca
c2aa6023,Nunca
c2ac79b9,Nunca
c2b0b7cc,Casi nunca
c2b2bcee,Nunca
c2b518bb,Nunca
c2b82d24,Nunca
c2b9099d,Nunca
c2bbc837,Nunca
c2bdf6ec,Nunca
c2be66b5,Nunca
c2c4901a,Nunca
c2c6c485,Nunca
c2c72beb,Nunca
c2c84a64,Nunca
c2c89b09,Frecuente
c2cb64ae,Nunca
c2cc4102,Nunca
c2cd60de,Nunca
c2ce81ed,Nunca
c2cfd26f,Nunca
c2d0f90f,Nunca
c2d143d6,Nunca
c2d644e9,Nunca
c2d6ce95,Nunca
c2d790ab,Nunca
c2d93a8b,Nunca
c2dbb5aa,Nunca
c2df21b5,Nunca
c2e71bbc,Nunca
c2e84c26,Nunca
c2eae7e1,Nunca
c2ec3449,Nunca
c2ec5f02,Nunca
c2ef2f2c,Nunca
c2f0aaa2,Nunca
c2f0c626,Nunca
c2f4deea,Nunca
c2f630d4,Nunca
c2f65a3e,Nunca
c2f73520,Nunca
c2f85ebc,Nunca
c2f93045,Nunca
c2fbaaf0,Nunca
c3011415,Nunca
c3014cb7,Nunca
c30295c2,Nunca
c3058a76,Nunca
c306a140,Nunca
c308fb00,Nunca
c309a8ba,Esporadico
c30d9398,Nunca
c314a0bd,Nunca
c317c4d7,Esporadico
c318dde3,Nunca
c31a0c8a,Nunca
c31bc2af,Nunca
c31c13ff,Nunca
c31cb2b5,Nunca
c31cc2ff,Nunca
c31d0174,Nunca
c31ddf1b,Nunca
c31edf16,Nunca
c31eed68,Nunca
c323fa2f,Nunca
c325edce,Nunca
c32be476,Nunca
c32f8f81,Nunca
c3307228,Nunca
c331210d,Nunca
c33186f3,Nunca
c3324a78,Esporadico
c3334e70,Nunca
c333afb4,Nunca
c333c1a6,Nunca
c33de772,Nunca
c33e78bc,Nunca
c33ea9dc,Nunca
c33eb8b4,Nunca
c341ebbd,Nunca
c343be81,Nunca
c344751c,Nunca
c347d88c,Nunca
c34af9f5,Nunca
c34db583,Nunca
c34e2569,Nunca
c34ef055,Nunca
c34f4924,Nunca
c3502607,Nunca
c350e842,Nunca
c35314b0,Nunca
c35326ee,Nunca
c3536a91,Frecuente
c356b95a,Nunca
c356ca48,Esporadico
c356ef03,Nunca
c357b66c,Nunca
c3595481,Nunca
c35b0f2a,Nunca
c35bb3fd,Nunca
c35bf408,Esporadico
c35d19f4,Nunca
c35e0070,Nunca
c361bc56,Nunca
c3623f41,Esporadico
c36725b9,Nunca
c3681b4c,Nunca
c36966c4,Nunca
c369c2f2,Nunca
c36bf9e5,Nunca
c36bfc30,Nunca
c36c319d,Nunca
c36e33d4,Nunca
c36f419c,Esporadico
c37207c1,Nunca
c37455fb,Nunca
c374b301,Nunca
c3757356,Nunca
c3770b88,Nunca
c3785afc,Nunca
c379b5fd,Nunca
c37a4d75,Nunca
c37ad314,Nunca
c37b4f7d,Frecuente
c380ceab,Nunca
c384a19e,Nunca
c385b012,Nunca
c38e5420,Nunca
c38e9ba3,Nunca
c38fb8cc,Nunca
c3939c6c,Nunca
c393e046,Nunca
c393f05d,Nunca
c394083e,Nunca
c3959d85,Nunca
c39b57d1,Nunca
c39b710c,Nunca
c39dd223,Frecuente
c39e9814,Nunca
c39edd33,Frecuente
c3a004db,Nunca
c3a031d1,Nunca
c3a2f612,Esporadico
c3a674e2,Nunca
c3a959bb,Nunca
c3ab4a78,Esporadico
c3abf32f,Nunca
c3aed18d,Nunca
c3af8ec6,Nunca
c3b385d7,Nunca
c3b5fcf6,Esporadico
c3bba00e,Nunca
c3bcb57f,Nunca
c3bd21a6,Frecuente
c3bdd4b1,Nunca
c3bef7b6,Nunca
c3c5a53e,Nunca
c3c6ed89,Nunca
c3c71847,Nunca
c3ce48dd,Nunca
c3cf2b6c,Nunca
c3d115e0,Nunca
c3d16880,Nunca
c3d614e2,Nunca
c3d7917e,Esporadico
c3d8e6b7,Nunca
c3d99dd8,Nunca
c3da949f,Nunca
c3dbb913,Nunca
c3df54ed,Nunca
c3df5f4e,Nunca
c3e09b21,Nunca
c3e0ca80,Nunca
c3e46ad4,Nunca
c3e4e82f,Nunca
c3e5ad72,Nunca
c3ee2297,Nunca
c3ee3409,Nunca
c3f20780,Nunca
c3f2265b,Nunca
c3f43061,Nunca
c3f761ad,Nunca
c3f8e1c2,Frecuente
c3fb2b5b,Frecuente
c3ffbca0,Nunca
c400d854,Nunca
c402f45c,Nunca
c4068407,Nunca
c4072ce8,Casi nunca
c4074fc8,Nunca
c40b73e8,Nunca
c40df2d1,Frecuente
c40f9b56,Nunca
c4133ee9,Nunca
c413bf60,Nunca
c4155c60,Nunca
c4159f36,Nunca
c417f08e,Nunca
c418f4b2,Nunca
c41c0142,Nunca
c41c1838,Nunca
c41ed8b4,Nunca
c41f06cf,Nunca
c41fd6c0,Nunca
c4247ddb,Esporadico
c425ed02,Nunca
c427e76e,Nunca
c428423f,Nunca
c4286094,Nunca
c42ab723,Nunca
c42da578,Nunca
c42e02c8,Nunca
c42eeacd,Nunca
c4358be0,Nunca
c436656f,Esporadico
c436b34d,Nunca
c437f5fd,Nunca
c438da81,Nunca
c4390b98,Nunca
c4405213,Nunca
c440706a,Nunca
c444842e,Nunca
c449fd13,Nunca
c44aa7af,Nunca
c44bce18,Nunca
c44e1a28,Nunca
c450a0c7,Nunca
c450c9ce,Nunca
c451df04,Nunca
c45274db,Nunca
c453ca41,Nunca
c454d44d,Nunca
c45b74b4,Nunca
c45cea65,Nunca
c45d5d2c,Nunca
c45f18da,Frecuente
c460de20,Nunca
c461b8c1,Nunca
c463f8fa,Nunca
c4642d66,Nunca
c4659a59,Nunca
c466061d,Nunca
c4670f99,Nunca
c46b1118,Nunca
c46b1847,Nunca
c46c2a89,Casi nunca
c46cad00,Nunca
c46e5666,Nunca
c46ebcdf,Nunca
c46ec644,Nunca
c46fda92,Nunca
c47136a5,Casi nunca
c472bcb8,Casi nunca
c47307c6,Nunca
c47acf6a,Casi nunca
c47c1edd,Frecuente
c47dab49,Nunca
c47e71c6,Nunca
c482040d,Frecuente
c4848a19,Nunca
c4855804,Nunca
c487f022,Nunca
c48898af,Nunca
c489e2c2,Nunca
c48a43e8,Nunca
c48b93c9,Esporadico
c48c422e,Nunca
c48d2c03,Nunca
c48d3e56,Nunca
c48d420c,Nunca
c48d7055,Nunca
c4915dda,Nunca
c49247ac,Nunca
c493063b,Nunca
c4986b76,Nunca
c49a64b7,Nunca
c49a6507,Nunca
c49f832f,Nunca
c49fb8ea,Nunca
c4a01123,Frecuente
c4a2cca1,Nunca
c4a36133,Nunca
c4a3640c,Nunca
c4a76349,Nunca
c4a7ab7f,Nunca
c4ab0e19,Nunca
c4af15f2,Nunca
c4b178f3,Nunca
c4b1f454,Nunca
c4b1fb44,Nunca
c4b4d392,Frecuente
c4b813ff,Nunca
c4b891fc,Nunca
c4b9e7c5,Nunca
c4bd0fa0,Nunca
c4bd9de2,Nunca
c4beb667,Nunca
c4bfa384,Nunca
c4c0ba7a,Nunca
c4c6021b,Nunca
c4c60895,Nunca
c4c87674,Nunca
c4c8cae4,Nunca
c4cee420,Nunca
c4d21efd,Nunca
c4d2605f,Nunca
c4d5aa50,Nunca
c4d5cb34,Nunca
c4d5fc28,Nunca
c4d6eed9,Nunca
c4d7626b,Nunca
c4de757a,Nunca
c4e28fae,Nunca
c4e2dbc9,Nunca
c4e9bd30,Frecuente
c4ec9da3,Nunca
c4efe914,Nunca
