person,Frecuencia_Casi_nunca,Frecuencia_Esporadico,Frecuencia_Frecuente,Frecuencia_Nunca
ea79fbda,0,0,0,1
ea7af636,0,0,0,1
ea7be3f6,0,0,0,1
ea7d4649,0,0,0,1
ea7f250d,0,0,0,1
ea80959f,0,0,0,1
ea8492e2,0,0,0,1
ea856988,0,0,0,1
ea858c8c,0,0,0,1
ea8d60bb,0,0,0,1
ea8deae1,0,0,0,1
ea8f2e73,0,0,0,1
ea90934a,0,0,0,1
ea90d7b9,0,0,0,1
ea9368d0,0,0,0,1
ea94e0ee,0,0,0,1
ea95b46e,0,0,0,1
ea98a3af,0,0,0,1
ea9d3eee,0,0,0,1
ea9d8548,0,1,0,0
eaa0fd98,0,0,0,1
eaa2daaa,0,0,0,1
eaa73341,0,0,0,1
eaa79525,0,0,0,1
eaa87944,0,0,0,1
eaaa6a7b,0,0,0,1
eaaa9e9d,0,0,0,1
eaaad298,0,0,0,1
eaac1c54,0,0,0,1
eaaee781,0,0,0,1
eab03f21,0,0,0,1
eab2cbf9,0,0,0,1
eab407a5,0,0,0,1
eab40f92,0,0,0,1
eab48142,0,0,1,0
eab4d1c8,0,1,0,0
eab561a4,0,0,0,1
eab571ac,0,0,0,1
eab6402b,0,0,0,1
eabed56d,0,1,0,0
eabf9248,0,0,0,1
eac0753b,0,0,0,1
eac27adc,0,0,0,1
eac63972,0,0,0,1
eac7ec17,0,0,0,1
eac859e3,0,1,0,0
eac91463,0,0,0,1
eacf0cd4,0,0,0,1
eacf6769,0,0,0,1
ead1acd8,0,0,0,1
ead2e69a,0,0,0,1
ead49284,0,0,0,1
ead4ae9c,0,0,0,1
ead75747,0,0,0,1
ead98cbc,0,0,0,1
eadcf4ed,0,0,0,1
eadd39d4,0,0,0,1
eadec66a,0,0,0,1
eadfb9a1,0,0,0,1
eae8cdf8,0,0,0,1
eaea6e7e,0,0,0,1
eaea7690,0,0,0,1
eaeb910d,1,0,0,0
eaec5ccf,0,0,0,1
eaecd9fa,0,0,0,1
eaed24b5,0,0,0,1
eaed6328,0,0,0,1
eaef2d3b,0,0,0,1
eaef84f6,0,0,0,1
eaefeac0,0,0,0,1
eaf0f724,0,1,0,0
eaf10e23,0,0,0,1
eaf48854,0,0,0,1
eaf50e9f,0,0,0,1
eaf6d531,0,0,0,1
eaf76dc3,0,0,0,1
eafc35ca,0,0,0,1
eafc9073,0,0,0,1
eb00874a,0,0,0,1
eb00e14b,0,0,1,0
eb017690,0,0,0,1
eb02d4cd,0,0,0,1
eb046047,0,1,0,0
eb0689a6,0,0,0,1
eb08912b,0,0,0,1
eb0a0d8d,0,0,0,1
eb0b48da,0,0,0,1
eb0b7b25,0,0,0,1
eb0d93d1,0,0,0,1
eb11d8c1,0,0,0,1
eb137be8,0,0,1,0
eb148395,0,0,0,1
eb198477,0,0,0,1
eb199e7f,0,0,0,1
eb1b1864,0,0,0,1
eb1dd7dc,0,0,0,1
eb1e0d8c,0,0,0,1
eb1e98fc,0,0,0,1
eb201078,0,0,0,1
eb2157a0,0,0,0,1
eb217fff,0,0,0,1
eb23f328,0,0,0,1
eb2430b2,0,0,0,1
eb24db4f,0,0,0,1
eb257f49,0,0,0,1
eb259571,0,0,0,1
eb267b7b,0,0,0,1
eb27e544,0,0,0,1
eb2a6152,0,0,0,1
eb2a98ee,0,0,0,1
eb2f5a6a,0,0,0,1
eb2fd0d8,0,0,0,1
eb303164,0,0,0,1
eb312208,0,0,0,1
eb324384,0,0,0,1
eb346dd8,0,0,1,0
eb34b476,0,0,0,1
eb39eec0,0,0,0,1
eb3c636d,0,0,0,1
eb3d6722,0,0,0,1
eb3eb33f,0,0,0,1
eb3f6ca6,0,0,0,1
eb3f7713,0,0,0,1
eb40c8c1,1,0,0,0
eb414509,0,1,0,0
eb416149,0,0,0,1
eb447249,0,0,0,1
eb471920,0,0,0,1
eb473143,0,0,0,1
eb48a0aa,0,0,0,1
eb4a30bc,0,0,0,1
eb5010d7,0,0,0,1
eb513ce2,0,0,0,1
eb5145cd,0,0,0,1
eb525fdb,0,0,0,1
eb53671f,0,0,0,1
eb53a990,0,0,0,1
eb5675f1,0,0,0,1
eb56819f,0,0,0,1
eb572671,0,0,0,1
eb574b4e,0,0,0,1
eb59b68b,0,0,0,1
eb5af7d4,0,0,1,0
eb5ce5d0,0,0,0,1
eb5e4af9,1,0,0,0
eb6c498c,1,0,0,0
eb6ceb60,0,0,0,1
eb6e726e,0,0,0,1
eb6f5b70,0,0,0,1
eb6f5c8d,0,0,0,1
eb6fb0ee,0,0,0,1
eb7135ad,0,0,0,1
eb7165bb,0,0,0,1
eb71e016,0,0,0,1
eb766d60,0,0,0,1
eb77e7df,0,0,0,1
eb7dffab,0,0,0,1
eb7f2468,0,0,0,1
eb7fafd0,0,0,0,1
eb802e7f,0,0,0,1
eb81c300,0,0,0,1
eb82e778,0,0,0,1
eb82fefe,0,0,0,1
eb83bf4c,0,0,0,1
eb849f02,0,0,0,1
eb85067d,0,0,0,1
eb85b5a7,0,0,0,1
eb8b900e,0,1,0,0
eb8d0ede,0,0,0,1
eb8d1cbf,0,0,0,1
eb9074bd,0,0,0,1
eb90f753,0,0,0,1
eb92ab4a,0,0,0,1
eb94f51f,0,0,0,1
eb99deac,0,0,0,1
eb9a4cdd,0,0,1,0
eb9bd452,0,0,0,1
eb9e584d,0,0,0,1
eb9eb312,0,0,0,1
eb9ff3f5,0,0,0,1
eba162da,0,0,0,1
eba2a5a8,0,0,0,1
eba6a92c,0,0,0,1
eba759cd,0,0,1,0
eba8faaf,0,1,0,0
ebaa58e5,0,0,0,1
ebab2b80,0,0,0,1
ebadef9f,0,0,0,1
ebb0d6f6,0,0,1,0
ebb14342,0,0,0,1
ebb41d47,0,0,1,0
ebb452f8,0,0,0,1
ebb53eb7,0,0,0,1
ebb5df7d,0,0,0,1
ebb77090,0,0,0,1
ebb7dfa2,0,0,0,1
ebb85b6e,0,0,0,1
ebb8786c,0,0,0,1
ebbf5372,0,0,0,1
ebbf67e8,0,0,0,1
ebc6c637,0,0,0,1
ebc71f21,0,0,0,1
ebc8a06d,0,0,0,1
ebc9ad65,0,0,0,1
ebcc50cd,0,0,0,1
ebcc9dd3,0,0,0,1
ebccf905,0,0,1,0
ebce499e,0,0,0,1
ebcf8cda,0,0,1,0
ebd0d53e,0,0,0,1
ebd372d8,0,0,0,1
ebd52be4,0,0,0,1
ebd770d9,0,0,0,1
ebdb5bf8,0,0,0,1
ebe0ebed,0,0,0,1
ebe8fba7,0,0,0,1
ebeb1031,0,0,0,1
ebeb64e0,0,0,0,1
ebebc163,0,0,0,1
ebebd325,0,0,1,0
ebeca34c,0,0,0,1
ebef39f9,0,0,0,1
ebf027f2,0,0,0,1
ebf120eb,0,0,0,1
ebf1c0b5,0,0,1,0
ebf27e13,0,0,0,1
ebf330a5,0,0,0,1
ebf3fbdd,0,0,0,1
ebf6e78c,0,0,0,1
ebf8850b,0,0,0,1
ebf9e902,0,0,0,1
ebfea948,0,0,0,1
ebff3ebf,0,0,0,1
ec04e8e8,0,0,0,1
ec09e99c,0,0,0,1
ec0a7a06,0,0,0,1
ec0b1c08,0,0,0,1
ec0b76c4,0,0,0,1
ec0b808c,0,0,0,1
ec0c879e,0,0,1,0
ec0ff8dd,0,0,0,1
ec1008d0,0,0,0,1
ec1092a5,0,0,0,1
ec128990,0,0,0,1
ec14acd8,0,0,0,1
ec16a744,0,0,0,1
ec16bee2,0,0,1,0
ec16f20e,0,0,0,1
ec18c932,0,0,0,1
ec1901ff,0,0,0,1
ec1b40f0,0,0,0,1
ec1c6775,0,0,0,1
ec1efd2b,0,0,0,1
ec1f8d0c,0,0,0,1
ec220cd9,0,0,0,1
ec2772e0,0,0,0,1
ec2af079,0,0,0,1
ec2c8836,0,0,0,1
ec2f02b5,0,0,0,1
ec301871,0,0,0,1
ec321dc5,0,0,0,1
ec342ff6,0,0,0,1
ec361cd1,0,0,0,1
ec36355a,0,0,0,1
ec3a222b,0,0,0,1
ec3ab90e,0,0,0,1
ec3acd9b,0,0,0,1
ec3f423f,0,0,0,1
ec3fa08b,0,0,0,1
ec3fd5c2,0,0,0,1
ec407509,0,0,0,1
ec43a5d8,0,0,0,1
ec43fd6e,0,0,0,1
ec457a68,0,0,0,1
ec45fa4c,0,0,0,1
ec4b2ac1,0,0,0,1
ec4b2d1b,0,0,0,1
ec4b5789,0,0,0,1
ec4b75cf,0,0,0,1
ec4be165,0,0,1,0
ec4f6d0d,0,0,0,1
ec4fb2fe,0,0,0,1
ec4fc555,0,0,0,1
ec514524,0,0,0,1
ec5157ca,0,0,0,1
ec518006,0,1,0,0
ec536445,0,0,0,1
ec58ce31,0,0,0,1
ec5a2849,0,0,0,1
ec5d8f24,0,0,0,1
ec5e9bc4,0,0,0,1
ec5f009e,0,0,0,1
ec612dba,0,0,0,1
ec620e95,0,0,0,1
ec627f65,0,0,0,1
ec62d47c,0,0,1,0
ec636756,0,0,0,1
ec6734be,0,0,0,1
ec68d65a,0,0,0,1
ec700557,0,1,0,0
ec710b14,0,0,0,1
ec723eda,0,0,0,1
ec73ec6f,0,0,0,1
ec76bd29,0,0,0,1
ec78b91a,0,0,0,1
ec7a3e73,0,0,0,1
ec7ac44d,0,0,0,1
ec7b3141,0,0,0,1
ec84f547,0,0,0,1
ec85de0b,0,0,0,1
ec8daa90,0,0,0,1
ec8e180a,0,0,0,1
ec8e2631,0,0,0,1
ec8f389f,0,0,0,1
ec901b23,0,0,0,1
ec93652e,0,0,0,1
ec93d5a2,0,0,0,1
ec9751a9,0,0,0,1
ec97581d,0,0,0,1
ec99e372,0,0,1,0
ec9b31fa,0,0,0,1
ec9b7388,0,0,0,1
ec9c4059,0,1,0,0
eca031ff,0,0,0,1
eca2d1ab,0,0,0,1
eca42be6,0,0,0,1
eca56b01,0,0,0,1
eca84f0a,0,1,0,0
eca94a57,0,0,0,1
eca9aa73,0,0,0,1
ecaa3dd7,0,0,0,1
ecaa75b4,0,0,0,1
ecaaca86,0,0,0,1
ecac7a0b,0,0,0,1
ecace57e,0,0,0,1
ecae3d89,0,0,0,1
ecae6d08,0,0,0,1
ecaef9ac,0,0,0,1
ecb1946b,0,0,0,1
ecb47e83,0,0,0,1
ecb947e4,0,0,0,1
ecb95f36,0,0,0,1
ecbab588,0,0,1,0
ecbd9be6,0,0,0,1
ecbf184c,0,0,0,1
ecc2159f,0,0,0,1
ecc3fb0a,0,0,0,1
ecc41c87,0,0,0,1
ecc45292,0,0,0,1
ecc9c9d7,0,0,0,1
ecca44b9,0,0,0,1
ecd15314,0,0,0,1
ecd1630f,0,0,1,0
ecd47a39,0,1,0,0
ecd5d90b,0,0,0,1
ecd7628c,0,0,0,1
ecd79d0a,0,0,0,1
ecd869c0,0,0,0,1
ecd8d3a2,0,0,0,1
ecda9894,0,0,0,1
ecdf170c,0,0,0,1
ece01781,0,0,0,1
ece0cd0a,0,1,0,0
ece0fd80,0,0,0,1
ece438e3,0,0,0,1
ece4dd0a,0,0,0,1
ece5595d,1,0,0,0
ece833c1,0,0,0,1
ece9474e,0,0,0,1
ecea016b,0,0,0,1
ecf1134e,0,0,0,1
ecf90559,0,0,0,1
ecfa2ee2,0,0,0,1
ecfb9e83,0,0,0,1
ecfc9da5,0,0,0,1
ecfe29d4,0,0,0,1
ecfe5982,0,0,0,1
ecfeb8e5,0,0,0,1
ed05a072,0,0,0,1
ed09b708,0,0,0,1
ed0cf96a,0,0,0,1
ed0e3fdc,0,0,0,1
ed0ee68e,0,0,0,1
ed105e43,0,0,0,1
ed11d046,0,0,0,1
ed128f74,0,0,0,1
ed13091d,0,0,0,1
ed130f0e,0,0,0,1
ed16c48e,0,0,0,1
ed16ecad,0,0,0,1
ed171b35,0,0,0,1
ed1b397e,0,0,0,1
ed1bd47a,0,1,0,0
ed1e2d31,0,0,0,1
ed20564d,0,0,0,1
ed218d04,0,0,0,1
ed21a4f2,0,0,0,1
ed226194,0,0,0,1
ed245910,0,0,0,1
ed26f40e,0,0,0,1
ed27232f,0,0,0,1
ed2b3dc1,0,0,0,1
ed2ca978,0,0,0,1
ed2d2e74,0,0,0,1
ed2ff8d2,0,0,0,1
ed325763,0,0,0,1
ed33581f,0,0,0,1
ed3520a4,0,0,0,1
ed35626b,0,1,0,0
ed360578,0,0,0,1
ed36adc0,0,0,0,1
ed3847b1,0,0,0,1
ed38db6a,0,0,0,1
ed39978f,1,0,0,0
ed3b772d,0,0,0,1
ed3f80d7,0,0,0,1
ed408038,0,1,0,0
ed422db5,0,0,0,1
ed43e361,1,0,0,0
ed45663c,0,0,0,1
ed458f25,0,0,0,1
ed45f249,0,0,0,1
ed470e5d,0,0,0,1
ed4a4293,0,0,0,1
ed4ac974,0,0,0,1
ed4b9da2,0,0,0,1
ed4e1de0,0,0,0,1
ed584042,0,0,0,1
ed5865f7,0,0,0,1
ed5cad4b,0,0,0,1
ed5cb856,0,0,0,1
ed5fee84,0,0,0,1
ed60a3ea,0,0,0,1
ed621b61,0,0,0,1
ed6293aa,0,0,1,0
ed63409a,0,0,0,1
ed641285,0,0,0,1
ed664d79,0,0,0,1
ed69c2e3,0,0,0,1
ed69ee84,0,0,0,1
ed6e6f43,0,0,0,1
ed701bf7,0,0,0,1
ed714ad0,0,0,0,1
ed7177e8,0,0,0,1
ed729c2e,0,0,0,1
ed7382a8,1,0,0,0
ed758653,0,0,0,1
ed77a295,0,0,0,1
ed78be49,0,0,0,1
ed78cc5b,0,0,0,1
ed790a07,0,0,0,1
ed7ba79c,0,0,0,1
ed806b31,0,0,0,1
ed81aa87,0,0,0,1
ed830bf6,0,0,0,1
ed84df1d,0,0,0,1
ed850b21,0,0,0,1
ed884a6a,0,0,0,1
ed89dc21,0,0,0,1
ed89ea1b,0,0,0,1
ed8aa792,0,0,0,1
ed8abe28,0,0,0,1
ed8b80c9,0,0,0,1
ed90f374,0,0,0,1
ed94e3ea,0,0,0,1
ed961fc4,0,0,0,1
ed9aabb0,0,0,0,1
eda04e50,0,0,0,1
eda21bd0,0,0,0,1
eda41615,0,0,0,1
eda9261e,0,0,0,1
edabc560,0,0,0,1
edac89cf,0,0,0,1
edad7652,0,0,0,1
edb0ae5f,0,0,0,1
edb333a0,0,0,0,1
edb9c7ad,0,0,0,1
edb9cac0,0,0,0,1
edbbcb02,0,0,0,1
edbc8b59,0,0,0,1
edbdffb9,1,0,0,0
edbf802f,0,0,0,1
edc00b09,0,0,0,1
edc0ae5f,0,0,0,1
edc157de,0,0,0,1
edc15f16,0,0,0,1
edc25d22,0,0,0,1
edc38036,0,0,0,1
edc3ad48,1,0,0,0
edc61a67,0,0,1,0
edc64149,0,1,0,0
edc70b43,0,0,0,1
edc9a6cf,0,0,0,1
edcacb12,0,0,0,1
edcaf76f,0,0,0,1
edcece22,0,0,0,1
edd13d16,0,0,0,1
edd16f48,0,0,0,1
edd409c3,0,0,0,1
edd4210f,0,0,0,1
edd82e49,1,0,0,0
edd87747,0,0,0,1
edda04ed,0,0,0,1
edda4d42,0,0,0,1
eddaffe8,0,0,0,1
eddb5e5e,0,0,0,1
ede11ea9,0,0,0,1
ede46a9d,0,0,0,1
ede8d720,0,0,0,1
ede93002,0,0,0,1
edea5baa,0,0,0,1
edea8be5,0,0,0,1
edef901b,0,0,0,1
edf18426,0,0,0,1
edf21c47,0,0,0,1
edf280eb,0,0,0,1
edf4043b,0,0,0,1
edf419ad,0,0,0,1
edf58913,0,0,0,1
edf88b47,0,1,0,0
edfaccd1,0,0,1,0
edfba4b5,0,0,0,1
ee006516,0,0,0,1
ee050d65,0,0,0,1
ee0b8e0b,0,0,0,1
ee0de9eb,0,1,0,0
ee0e6df5,0,0,0,1
ee11eb83,0,0,0,1
ee124508,0,0,0,1
ee16de28,0,0,0,1
ee171ebd,0,0,0,1
ee1a82ca,0,0,0,1
ee1b249c,0,0,0,1
ee1ba038,0,0,0,1
ee1c4ded,0,0,0,1
ee1d5b18,0,0,0,1
ee20c405,0,0,0,1
ee21282f,0,0,0,1
ee2284c5,0,0,0,1
ee2296b7,0,0,0,1
ee25b931,0,0,0,1
ee25bb70,0,0,0,1
ee282a6c,0,0,0,1
ee2b2e29,0,0,0,1
ee2b3c38,0,0,0,1
ee2b4805,0,0,0,1
ee2c9fc6,0,0,0,1
ee2f92c8,0,0,0,1
ee3379b5,0,0,0,1
ee34bf8f,0,0,0,1
ee350e72,0,0,0,1
ee3557c8,0,0,0,1
ee367cc7,0,0,0,1
ee37a6a5,0,0,0,1
ee3a6f6a,0,0,0,1
ee3d07df,0,1,0,0
ee3d7ba6,0,0,0,1
ee418cde,0,0,0,1
ee419bf4,0,0,1,0
ee424f35,0,0,0,1
ee4324e5,0,0,0,1
ee43d1ea,0,0,0,1
ee44a02b,0,0,0,1
ee49989a,0,0,1,0
ee4b6b74,0,0,0,1
ee4bcdaf,0,0,0,1
ee4c49d4,0,0,0,1
ee4c6be0,0,0,0,1
ee528bdb,0,0,0,1
ee53dd35,0,0,0,1
ee53ec3b,0,0,0,1
ee541ce4,0,0,0,1
ee5728c6,0,1,0,0
ee58d70c,0,0,0,1
ee5bd797,0,1,0,0
ee5edd24,0,0,0,1
ee61a799,0,0,0,1
ee6238fa,0,0,0,1
ee64f583,0,0,0,1
ee65523d,0,0,1,0
ee65dc93,0,0,1,0
ee66341b,0,0,0,1
ee67f7aa,0,0,0,1
ee68276f,0,0,0,1
ee697986,0,0,0,1
ee6a5c97,0,0,0,1
ee6aecb8,0,0,1,0
ee6b0896,0,0,0,1
ee6f7a1e,0,0,0,1
ee6f927b,0,0,0,1
ee71c3b1,0,0,0,1
ee749af3,0,0,0,1
ee76ab81,0,1,0,0
ee76bd83,0,0,0,1
ee77073b,0,0,0,1
ee77e6a4,0,0,0,1
ee781e5d,0,0,0,1
ee78458f,0,0,0,1
ee7d18fc,0,0,0,1
ee7d1909,0,0,0,1
ee7d6cc3,0,0,0,1
ee7d9171,0,0,0,1
ee8005af,0,0,0,1
ee861ae3,0,0,0,1
ee879b0e,0,0,0,1
ee8c526a,0,0,0,1
ee8c71cc,0,0,0,1
ee8dd67c,0,0,0,1
ee920e5d,0,0,0,1
ee93291a,0,0,0,1
ee9520df,0,0,0,1
ee960c78,0,0,1,0
ee9885b3,0,0,0,1
ee9a99fd,0,0,0,1
ee9ad180,0,0,0,1
ee9b24eb,0,0,0,1
ee9c5063,0,0,0,1
ee9df527,0,0,1,0
ee9e909e,0,0,0,1
ee9ec4aa,0,0,0,1
eea0a8b8,0,0,0,1
eea3e1d4,0,0,0,1
eea4b632,0,0,0,1
eea5a275,0,0,0,1
eea616b1,0,0,0,1
eea74e08,0,0,0,1
eea7a586,0,0,0,1
eea8b76c,0,0,0,1
eeab8577,0,1,0,0
eead731a,0,0,0,1
eeae1e5a,0,0,0,1
eeaea2ab,0,0,0,1
eeb3bd68,0,0,0,1
eeb46143,0,0,0,1
eeb5441d,0,0,0,1
eeb9e3ed,0,0,0,1
eebb3eda,0,0,0,1
eec10eaf,0,0,0,1
eec1cd6d,0,0,0,1
eec3bdb8,0,0,0,1
eec42699,0,0,0,1
eec5ec6f,0,0,0,1
eec7b97a,0,0,0,1
eec7dce0,0,0,0,1
eeca1177,0,0,0,1
eecb18d2,0,0,0,1
eecc47cc,0,0,0,1
eecc7719,0,0,0,1
eecd9ba4,0,0,0,1
eecdd9b5,0,0,0,1
eece23f4,0,0,0,1
eece5ab9,0,0,0,1
eecf87a5,0,0,0,1
eed39942,0,0,0,1
eed62cb2,0,0,0,1
eed66879,0,0,0,1
eed7c378,0,0,0,1
eed80c7d,0,0,0,1
eedb8ef2,0,0,0,1
eedd7876,0,0,0,1
eede308f,0,0,0,1
eede3454,0,0,0,1
eede604f,0,0,0,1
eeea83df,0,0,0,1
eeeb547e,0,0,0,1
eeee6443,0,0,0,1
eef0c485,0,0,1,0
eef513ef,0,0,0,1
eef6349e,0,0,0,1
eef8844d,0,0,0,1
eef8f79a,0,0,0,1
eefa9016,0,0,0,1
eefb7655,0,0,0,1
eefc3df6,0,0,0,1
eefe581c,0,0,0,1
eeffe04a,0,0,0,1
ef011a4c,0,0,0,1
ef04983c,0,0,0,1
ef0a83ef,0,0,0,1
ef0b7807,0,0,0,1
ef0bfec0,0,0,0,1
ef0ea2f8,0,0,0,1
ef14b248,0,0,1,0
ef1b7a94,0,1,0,0
ef1c8bff,0,0,0,1
ef1e4759,0,0,0,1
ef1fe939,0,0,0,1
ef202dcc,0,0,0,1
ef220554,0,0,0,1
ef23982a,0,0,0,1
ef242cd3,0,0,0,1
ef25de62,0,1,0,0
ef2b0f19,0,0,0,1
ef2c3f72,0,0,0,1
ef2cd1db,0,0,0,1
ef2e8b1e,0,0,0,1
ef2f248a,0,0,0,1
ef2f4c05,0,0,0,1
ef30428f,0,1,0,0
ef349dda,0,0,0,1
ef37606d,0,0,0,1
ef37840b,0,0,0,1
ef37fae9,0,0,0,1
ef385fc2,0,0,0,1
ef3c3285,0,0,1,0
ef3c9f39,0,0,0,1
ef410430,0,0,0,1
ef413202,0,0,0,1
ef43d670,0,0,0,1
ef46697c,0,0,0,1
ef471afa,0,0,0,1
ef4778f3,0,0,0,1
ef4a59a8,0,1,0,0
ef4bdcae,0,0,0,1
ef4c23c5,0,0,0,1
ef4cac3e,0,0,0,1
ef4cf3ad,0,0,0,1
ef4d76c5,0,0,0,1
ef4e52ab,0,0,0,1
ef5191db,0,0,0,1
ef522a3c,0,0,0,1
ef53bdc4,0,0,0,1
ef56bdbc,0,0,0,1
ef56c68a,0,0,0,1
ef5a2649,0,0,0,1
ef5b32ac,0,0,0,1
ef5c76a2,0,0,0,1
ef5d8d53,0,0,0,1
ef5fdf87,0,0,0,1
ef603336,0,0,0,1
ef60d975,0,0,0,1
ef6231bf,0,0,0,1
ef679b57,0,0,1,0
ef68bea1,0,1,0,0
ef68ef0f,0,0,0,1
ef6a2f22,0,0,0,1
ef6f4d25,0,0,0,1
ef707051,0,0,0,1
ef71d99c,0,0,0,1
ef72eb55,0,0,1,0
ef73da55,0,0,0,1
ef77c3a7,0,0,0,1
ef78536e,0,0,0,1
ef78e348,0,0,0,1
ef793dd4,0,0,0,1
ef7c4fd3,0,0,0,1
ef7fbc9a,0,0,0,1
ef803146,0,0,0,1
ef81cfa0,0,0,0,1
ef825515,0,0,0,1
ef8571c1,0,0,0,1
ef87f0cc,1,0,0,0
ef8b8b62,0,0,0,1
ef8b96c3,0,0,0,1
ef8b9abb,0,0,0,1
ef8cb24b,0,0,0,1
ef8f4884,0,0,0,1
ef8f7e14,0,0,0,1
ef904dd2,0,0,0,1
ef90686a,0,0,0,1
ef91d2bf,0,0,0,1
ef935489,0,0,0,1
ef93d546,0,0,0,1
ef989f89,0,0,0,1
ef99a37b,0,0,0,1
ef9a288d,0,0,0,1
ef9d08c6,0,0,0,1
ef9ec866,0,0,0,1
ef9fb197,0,0,0,1
efa480c7,0,0,0,1
efa4a3a1,0,0,0,1
efa5823a,0,0,0,1
efa77481,0,0,0,1
efab1823,0,0,0,1
efac8040,0,0,0,1
efae8f71,0,0,1,0
efaedd18,0,0,0,1
efb19d0b,0,0,0,1
efb51c97,0,0,0,1
efb53f18,0,0,0,1
efb70963,0,0,0,1
efb88f8e,0,0,0,1
efbafb4f,0,0,0,1
efbc2d3d,0,0,0,1
efbe3e3d,0,0,0,1
efc1cabc,0,0,0,1
efc24c32,0,1,0,0
efc2578f,0,0,0,1
efc2e024,0,0,0,1
efc505e6,0,0,0,1
efc96610,0,0,0,1
efccdb74,0,0,0,1
efcf2da3,0,0,0,1
efd0844e,0,0,0,1
efd0bd93,0,0,0,1
efd1724c,0,1,0,0
efd29288,0,0,0,1
efd2afea,0,0,0,1
efd2cac2,0,0,0,1
efd52041,0,0,0,1
efd86cbf,0,0,1,0
efdc70ea,0,0,0,1
efde4031,0,0,0,1
efdea31b,0,0,0,1
efdfb24e,0,1,0,0
efdfea74,0,0,0,1
efe64c09,0,0,0,1
efe8c6c1,0,0,0,1
efea205f,0,0,0,1
efea4010,0,0,0,1
efead042,0,0,0,1
efebaf96,0,0,0,1
eff11dd9,0,0,0,1
eff163ec,0,0,0,1
eff18166,0,0,0,1
eff2c7ba,0,0,0,1
eff30488,0,0,0,1
eff51afd,0,1,0,0
eff8e35d,0,1,0,0
effa8acb,0,0,0,1
effccdad,0,0,0,1
effcef42,0,0,1,0
effcf4fb,0,0,0,1
efff9c68,0,0,0,1
efffa2ab,0,0,0,1
f001fffd,0,0,0,1
f008a80e,0,1,0,0
f008fa79,0,0,1,0
f00aed9b,0,0,0,1
f00d6772,0,0,0,1
f011db53,0,0,0,1
f0155410,0,0,1,0
f0165d5e,0,0,0,1
f01b7439,0,0,0,1
f01f706e,0,0,0,1
f0231598,0,0,0,1
f025cd50,0,0,0,1
f025fe6e,0,0,1,0
f0288b7e,0,0,0,1
f0298100,0,0,0,1
f02b318b,0,0,0,1
f02d11ac,0,0,0,1
f02ea1bc,0,0,0,1
f02fe321,0,0,0,1
f0339f56,0,0,0,1
f033e62b,0,0,0,1
f0348ab3,0,0,0,1
f03537b4,0,0,0,1
f036c2a8,0,0,0,1
f037b0c3,0,0,0,1
f038ae89,0,0,0,1
f03b47a9,0,0,0,1
f03c379a,0,0,0,1
f03e34fc,0,0,0,1
f03ea705,0,0,0,1
f046925b,0,0,0,1
f046b2ba,0,0,0,1
f04778ea,0,0,0,1
f04850e9,0,0,0,1
f04b1b63,0,0,1,0
f04bf12f,0,0,0,1
f04db089,0,0,0,1
f04ed471,0,0,0,1
f04f020f,0,0,0,1
f05166b8,0,0,0,1
f052903c,0,0,0,1
f0544a23,0,0,0,1
f0544bc2,0,0,0,1
f0572e83,0,0,0,1
f058890c,0,1,0,0
f058a8ae,0,0,0,1
f05a7e25,0,0,0,1
f05aedfc,0,0,0,1
f05ce3cf,0,0,0,1
f05e718a,0,0,0,1
f062c977,0,0,0,1
f0635a47,0,0,0,1
f063a2cb,0,0,0,1
f063a437,0,0,0,1
f067e137,0,0,0,1
f06ab626,0,0,0,1
f06abb2a,0,0,0,1
f06e6439,0,0,0,1
f06e6bdf,0,0,0,1
f06f249e,0,0,0,1
f0743320,0,0,0,1
f077320c,0,0,0,1
f078cd21,0,1,0,0
f07b4328,0,0,0,1
f07b5f7f,0,0,0,1
f07b5fb8,1,0,0,0
f07e5df5,0,0,0,1
f081c971,0,0,0,1
f0827be0,0,0,0,1
f082c2d4,0,0,0,1
f0840388,0,0,0,1
f08517ec,0,0,0,1
f0897f71,0,0,0,1
f089fcba,0,1,0,0
f08b6fd4,0,0,0,1
f08e5401,0,0,0,1
f092462a,0,0,0,1
f092bc53,0,0,0,1
f095c9cd,0,0,0,1
f096c15e,0,0,0,1
f0977a94,0,0,1,0
f097c637,0,0,0,1
f099c299,0,0,0,1
f099c80a,0,0,0,1
f09d0427,0,0,0,1
f09d45c4,0,1,0,0
f09ec847,0,0,0,1
f0a0d5c3,0,1,0,0
f0a10f91,0,0,0,1
f0a17ea8,0,0,0,1
f0a2c2f6,0,0,0,1
f0a43a7b,0,0,0,1
f0a4e4b0,0,0,0,1
f0a702b5,0,1,0,0
f0a9b422,0,0,0,1
f0aaafcf,0,0,1,0
f0ab88a2,0,0,0,1
f0ac913e,0,0,0,1
f0b0347f,0,0,0,1
f0b045ac,0,0,0,1
f0b1b539,0,0,0,1
f0b3059a,0,0,0,1
f0b69f89,0,0,1,0
f0b8065f,0,0,0,1
f0ba7f32,0,0,0,1
f0bb162d,0,0,0,1
f0bc56f5,0,0,0,1
f0be43c9,0,0,0,1
f0c154bb,0,0,0,1
f0c65353,0,1,0,0
f0c69e0b,0,0,0,1
f0c70921,0,0,0,1
f0caf542,0,0,0,1
f0cde83e,0,0,0,1
f0cfa4c5,0,0,0,1
